refund_ref,ord_ref,refund_dt,refund_amt_zar,reason_code
RF-0000089,ZA-00018944,09/04/2018,498.14,DAMAGED
RF-0000093,ZA-00019327,13/04/2018,174.0,LATE_DELIVERY
RF-0000281,ZA-00019415,13/04/2018,135.58,LATE_DELIVERY
RF-0000374,ZA-00018931,12/04/2018,512.67,CHANGED_MIND
RF-0000423,ZA-00019129,10/04/2018,808.42,DAMAGED
RF-0000443,ZA-00019496,13/04/2018,108.74,CHANGED_MIND
RF-0000524,ZA-00018845,10/04/2018,1065.36,LATE_DELIVERY
RF-0000529,ZA-00019495,14/04/2018,772.44,DUPLICATE
RF-0000536,ZA-00019626,15/04/2018,233.06,CHANGED_MIND
RF-0000704,ZA-00018973,10/04/2018,313.89,CHANGED_MIND
RF-0000900,ZA-00019201,11/04/2018,320.29,CHANGED_MIND
RF-0000964,ZA-00019316,10/04/2018,96.01,CHANGED_MIND
