refund_ref,ord_ref,refund_dt,refund_amt_zar,reason_code
RF-0000054,ZA-00028466,14/08/2018,978.9,DUPLICATE
RF-0000057,ZA-00029259,19/08/2018,341.08,CHANGED_MIND
RF-0000076,ZA-00028724,13/08/2018,817.38,DAMAGED
RF-0000230,ZA-00028662,18/08/2018,106.03,LATE_DELIVERY
RF-0000238,ZA-00028531,16/08/2018,373.08,CHANGED_MIND
RF-0000257,ZA-00028589,16/08/2018,1379.85,LATE_DELIVERY
RF-0000340,ZA-00028658,19/08/2018,379.91,NOT_AS_DESCRIBED
RF-0000444,ZA-00029065,16/08/2018,731.25,DUPLICATE
RF-0000467,ZA-00028734,19/08/2018,330.14,DUPLICATE
RF-0000513,ZA-00028598,15/08/2018,203.16,DAMAGED
RF-0000619,ZA-00028636,16/08/2018,365.5,DAMAGED
RF-0000661,ZA-00028844,14/08/2018,119.71,NOT_AS_DESCRIBED
RF-0000674,ZA-00028840,16/08/2018,862.06,CHANGED_MIND
RF-0000725,ZA-00028933,18/08/2018,493.8,DAMAGED
RF-0000739,ZA-00028613,13/08/2018,184.44,CHANGED_MIND
RF-0000792,ZA-00028656,13/08/2018,81.7,CHANGED_MIND
RF-0000799,ZA-00029117,18/08/2018,448.16,CHANGED_MIND
RF-0000854,ZA-00028610,14/08/2018,274.85,LATE_DELIVERY
RF-0000859,ZA-00028976,19/08/2018,129.72,LATE_DELIVERY
RF-0000868,ZA-00028513,14/08/2018,355.29,CHANGED_MIND
RF-0000869,ZA-00028856,14/08/2018,491.55,NOT_AS_DESCRIBED
RF-0000905,ZA-00029007,16/08/2018,134.26,DAMAGED
RF-0000922,ZA-00028923,17/08/2018,480.58,DAMAGED
RF-0000948,ZA-00029046,19/08/2018,2060.26,NOT_AS_DESCRIBED
RF-0000994,ZA-00028903,18/08/2018,514.98,CHANGED_MIND
RF-0001001,ZA-00028540,15/08/2018,382.12,DAMAGED
RF-0001010,ZA-00029172,18/08/2018,164.98,DAMAGED
