refund_ref,ord_ref,refund_dt,refund_amt_zar,reason_code
RF-0000055,ZA-00014455,30/01/2018,2154.46,LATE_DELIVERY
RF-0000098,ZA-00014253,31/01/2018,149.2,CHANGED_MIND
RF-0000187,ZA-00014555,04/02/2018,2611.92,CHANGED_MIND
RF-0000346,ZA-00014703,01/02/2018,399.68,LATE_DELIVERY
RF-0000637,ZA-00014440,03/02/2018,296.94,DAMAGED
RF-0000659,ZA-00014359,01/02/2018,104.64,DAMAGED
RF-0000727,ZA-00014637,04/02/2018,38.23,NOT_AS_DESCRIBED
RF-0000764,ZA-00014531,02/02/2018,6494.98,CHANGED_MIND
RF-0000776,ZA-00014384,03/02/2018,1875.19,LATE_DELIVERY
RF-0000790,ZA-00014656,03/02/2018,536.68,LATE_DELIVERY
RF-0000863,ZA-00014273,31/01/2018,313.46,LATE_DELIVERY
