ord_ref,buyer_ref,ord_dt,ord_state,dispatch_dt,received_dt,promised_dt,promo_code
ZA-00018839,ZAC0001297,01/04/2018 16:08,COMPLETE,02/04/2018 16:37,05/04/2018 09:32,07/04/2018,LOYAL5
ZA-00018840,ZAC0009408,01/04/2018 07:52,COMPLETE,03/04/2018 11:17,05/04/2018 19:09,10/04/2018,
ZA-00018841,ZAC0023938,01/04/2018 12:48,DISPATCHED,02/04/2018 10:38,,09/04/2018,
ZA-00018842,ZAC0000124,01/04/2018 09:36,COMPLETE,02/04/2018 22:53,13/04/2018 01:31,07/04/2018,
ZA-00018843,ZAC0014319,01/04/2018 21:40,CANCELLED,,,,
ZA-00018844,ZAC0004529,01/04/2018 16:23,COMPLETE,03/04/2018 00:53,06/04/2018 14:08,06/04/2018,WINTER15
ZA-00018845,ZAC0022788,01/04/2018 17:22,COMPLETE,03/04/2018 02:05,04/04/2018 08:05,10/04/2018,
ZA-00018846,ZAC0008914,01/04/2018 14:22,COMPLETE,03/04/2018 23:12,05/04/2018 03:10,07/04/2018,
ZA-00018847,ZAC0008079,01/04/2018 21:34,COMPLETE,04/04/2018 22:35,09/04/2018 23:57,07/04/2018,
ZA-00018848,ZAC0014453,01/04/2018 17:19,COMPLETE,05/04/2018 14:13,09/04/2018 01:43,09/04/2018,
ZA-00018849,ZAC0001753,01/04/2018 06:52,COMPLETE,02/04/2018 01:58,05/04/2018 02:54,09/04/2018,
ZA-00018850,ZAC0021338,01/04/2018 21:58,COMPLETE,03/04/2018 09:44,06/04/2018 10:31,08/04/2018,WINTER15
ZA-00018851,ZAC0005805,01/04/2018 21:02,COMPLETE,02/04/2018 18:39,08/04/2018 05:54,07/04/2018,
ZA-00018852,ZAC0014256,01/04/2018 21:04,COMPLETE,02/04/2018 20:52,11/04/2018 14:04,09/04/2018,
ZA-00018853,ZAC0012902,01/04/2018 16:36,COMPLETE,03/04/2018 03:37,07/04/2018 07:38,10/04/2018,
ZA-00018854,ZAC0019846,01/04/2018 16:27,COMPLETE,03/04/2018 12:38,12/04/2018 02:00,07/04/2018,
ZA-00018855,ZAC0019189,01/04/2018 20:40,COMPLETE,06/04/2018 10:52,10/04/2018 17:23,13/04/2018,
