ord_ref,buyer_ref,ord_dt,ord_state,dispatch_dt,received_dt,promised_dt,promo_code
ZA-00025564,ZAC0023103,01/07/2018 12:48,COMPLETE,02/07/2018 16:14,08/07/2018 17:17,06/07/2018,
ZA-00025565,ZAC0018907,01/07/2018 12:51,COMPLETE,02/07/2018 07:45,10/07/2018 09:27,07/07/2018,LOYAL5
ZA-00025566,ZAC0002727,01/07/2018 17:30,COMPLETE,04/07/2018 03:56,05/07/2018 20:03,07/07/2018,
ZA-00025567,ZAC0001358,01/07/2018 11:20,COMPLETE,03/07/2018 17:15,03/07/2018 22:27,10/07/2018,
ZA-00025568,ZAC0006015,01/07/2018 11:51,COMPLETE,05/07/2018 00:24,09/07/2018 15:08,09/07/2018,
ZA-00025569,ZAC0001200,01/07/2018 09:45,COMPLETE,02/07/2018 04:09,08/07/2018 09:10,07/07/2018,
ZA-00025570,ZAC0018104,01/07/2018 11:17,CANCELLED,,,,LOYAL5
ZA-00025571,ZAC0001399,01/07/2018 08:35,COMPLETE,10/07/2018 12:52,16/07/2018 17:01,14/07/2018,FREESHIP
ZA-00025572,ZAC0008628,01/07/2018 18:26,COMPLETE,04/07/2018 12:29,11/07/2018 07:36,09/07/2018,
ZA-00025573,ZAC0002969,01/07/2018 10:52,COMPLETE,07/07/2018 03:59,11/07/2018 19:34,11/07/2018,
ZA-00025574,ZAC0020536,01/07/2018 19:30,COMPLETE,05/07/2018 16:41,07/07/2018 21:17,10/07/2018,
ZA-00025575,ZAC0000304,01/07/2018 07:24,COMPLETE,03/07/2018 00:03,06/07/2018 19:37,07/07/2018,
ZA-00025576,ZAC0020932,01/07/2018 20:48,COMPLETE,04/07/2018 05:25,11/07/2018 05:23,07/07/2018,
ZA-00025577,ZAC0019130,01/07/2018 07:26,COMPLETE,01/07/2018 10:52,06/07/2018 01:00,04/07/2018,LOYAL5
ZA-00025578,ZAC0017250,01/07/2018 07:49,COMPLETE,02/07/2018 11:30,07/07/2018 05:33,06/07/2018,
ZA-00025579,ZAC0013696,01/07/2018 13:47,COMPLETE,06/07/2018 12:54,12/07/2018 07:27,13/07/2018,
ZA-00025580,ZAC0001062,01/07/2018 08:19,COMPLETE,04/07/2018 20:23,07/07/2018 03:33,08/07/2018,
ZA-00025581,ZAC0000217,01/07/2018 06:56,COMPLETE,05/07/2018 15:50,13/07/2018 14:21,10/07/2018,
ZA-00025582,ZAC0008751,01/07/2018 11:36,COMPLETE,02/07/2018 23:16,07/07/2018 01:20,07/07/2018,
ZA-00025583,ZAC0011062,01/07/2018 11:21,COMPLETE,03/07/2018 20:21,07/07/2018 18:09,13/07/2018,FREESHIP
ZA-00025584,ZAC0016900,01/07/2018 17:28,COMPLETE,04/07/2018 17:21,06/07/2018 23:33,07/07/2018,
ZA-00025585,ZAC0015351,01/07/2018 19:21,COMPLETE,03/07/2018 04:07,10/07/2018 00:11,06/07/2018,
ZA-00025586,ZAC0019575,01/07/2018 14:48,COMPLETE,02/07/2018 17:06,06/07/2018 13:11,05/07/2018,WINTER15
ZA-00025587,ZAC0020925,01/07/2018 15:26,COMPLETE,03/07/2018 08:32,09/07/2018 21:20,10/07/2018,
ZA-00025588,ZAC0002285,01/07/2018 07:30,COMPLETE,02/07/2018 14:47,06/07/2018 13:24,06/07/2018,
ZA-00025589,ZAC0004924,01/07/2018 07:06,COMPLETE,03/07/2018 09:13,09/07/2018 02:42,13/07/2018,FREESHIP
