buyer_ref,buyer_uid,postcode,town,province,signup_dt,acq_channel
ZAC0000003,ba71d29d4efdd875,6022,Port Elizabeth,Eastern Cape,19/09/2017,referral
ZAC0000142,2582672f0a67fd21,5208,East London,Eastern Cape,04/09/2017,organic
ZAC0000156,59a55336e4ab509a,1828,Soweto,Gauteng,21/09/2017,social
ZAC0000163,454eeaf858df816a,7,Pretoria,Gauteng,13/09/2017,social
ZAC0000246,9141b39fa415518d,3234,Pietermaritzburg,KwaZulu-Natal,26/09/2017,paid_search
ZAC0000276,1f7101d9e1091dda,3238,Pietermaritzburg,KwaZulu-Natal,29/09/2017,referral
ZAC0000290,178ae6ea1b76df3c,9325,Bloemfontein,Free State,17/09/2017,referral
ZAC0000317,d243becbd4ba53e9,1248,Nelspruit,Mpumalanga,05/09/2017,organic
ZAC0000322,9e6747e8cdfb00ec,6029,Port Elizabeth,Eastern Cape,22/09/2017,affiliate
ZAC0000346,3867c997c3e43dca,8331,Kimberley,Northern Cape,18/09/2017,paid_search
ZAC0000418,13a4dc822345cbce,44,Pretoria,Gauteng,08/09/2017,organic
ZAC0000446,b20bad34b3a8b20a,3246,Pietermaritzburg,KwaZulu-Natal,16/09/2017,organic
ZAC0000447,99782fb519e09be0,2,Pretoria,Gauteng,10/09/2017,email
ZAC0000456,e8ef501f7374738c,14,Pretoria,Gauteng,12/09/2017,organic
ZAC0000505,a754fd00c7a2c441,751,Polokwane,Limpopo,07/09/2017,referral
ZAC0000533,f94f1b64bdbb1b5b,8318,Kimberley,Northern Cape,19/09/2017,organic
ZAC0000535,58f11a15cafbd02a,323,Rustenburg,North West,27/09/2017,affiliate
ZAC0000545,c3bb4a7a50bc55be,32,Pretoria,Gauteng,11/09/2017,paid_search
ZAC0000590,20271a131770f24a,5231,East London,Eastern Cape,27/09/2017,paid_search
ZAC0000596,7889911437f2f066,8052,Cape Town,Western Cape,12/09/2017,paid_search
ZAC0000640,f9babc99b0defd61,2023,Johannesburg,Gauteng,15/09/2017,organic
ZAC0000651,92c412043422e7f3,751,Polokwane,Limpopo,10/09/2017,paid_search
ZAC0000685,6e1078c5e2549c12,183,Centurion,Gauteng,25/09/2017,referral
ZAC0000734,29246a0243b845fa,8315,Kimberley,Northern Cape,20/09/2017,affiliate
ZAC0000747,ae9d16f58d151e4a,8056,Cape Town,Western Cape,03/09/2017,organic
ZAC0000773,32e5f30c615a150d,756,Polokwane,Limpopo,03/09/2017,social
ZAC0000774,33e6805ef3bd79f8,3258,Pietermaritzburg,KwaZulu-Natal,21/09/2017,paid_search
ZAC0000788,2ef1016321551007,8026,Cape Town,Western Cape,23/09/2017,social
ZAC0000857,3e611d42fcd4ba23,1201,Nelspruit,Mpumalanga,19/09/2017,paid_search
ZAC0000900,3d26df1f094ce1b9,5251,East London,Eastern Cape,22/09/2017,affiliate
ZAC0000911,e4cb84611efd2198,2229,Sandton,Gauteng,04/09/2017,paid_search
ZAC0000968,0eb9ba99d117cb32,186,Centurion,Gauteng,02/09/2017,social
ZAC0000970,a8190c9bcda4216d,41,Pretoria,Gauteng,15/09/2017,referral
ZAC0000999,e13c56b4c18ee12e,1814,Soweto,Gauteng,08/09/2017,organic
ZAC0001025,e5cf74da3cd37cdd,2212,Sandton,Gauteng,20/09/2017,organic
ZAC0001067,6d035eccda50ab0d,5236,East London,Eastern Cape,29/09/2017,organic
ZAC0001089,82a56696b873a3f3,6055,Port Elizabeth,Eastern Cape,27/09/2017,paid_search
ZAC0001102,3d4a339a64af04d3,757,Polokwane,Limpopo,25/09/2017,organic
ZAC0001129,e2425d5e6f9d3442,1249,Nelspruit,Mpumalanga,25/09/2017,paid_search
ZAC0001165,4bd854eed6bdc207,4004,Durban,KwaZulu-Natal,21/09/2017,organic
ZAC0001180,7feab7c79a4df924,339,Rustenburg,North West,02/09/2017,paid_search
ZAC0001190,f081a70d5044e4e7,3247,Pietermaritzburg,KwaZulu-Natal,03/09/2017,affiliate
ZAC0001229,73663ca07e8ad971,8036,Cape Town,Western Cape,14/09/2017,social
ZAC0001235,a686743ec43e3f06,731,Polokwane,Limpopo,18/09/2017,organic
ZAC0001236,60df0db042d9e142,1220,Nelspruit,Mpumalanga,11/09/2017,paid_search
ZAC0001241,8372a4b2e5a8a71d,3257,Pietermaritzburg,KwaZulu-Natal,26/09/2017,email
ZAC0001291,068f3b1d985f9029,39,Pretoria,Gauteng,13/09/2017,organic
ZAC0001292,9db96b66610b3f9a,8300,Kimberley,Northern Cape,24/09/2017,organic
ZAC0001306,e39de052c6f871fd,2203,Sandton,Gauteng,01/09/2017,referral
ZAC0001312,8b6a39a85e0eab34,1212,Nelspruit,Mpumalanga,03/09/2017,email
ZAC0001363,be5bcfb166c4281c,5214,East London,Eastern Cape,12/09/2017,organic
ZAC0001411,7b8b4d71196e8926,5211,East London,Eastern Cape,12/09/2017,paid_search
ZAC0001419,b87c63785c5b5e2f,6039,Port Elizabeth,Eastern Cape,13/09/2017,organic
ZAC0001496,47f7a8da157b6a29,1835,Soweto,Gauteng,15/09/2017,organic
ZAC0001520,f83708c1c2fe9e7d,2233,Sandton,Gauteng,27/09/2017,paid_search
ZAC0001527,d836b1c0920535d7,9312,Bloemfontein,Free State,08/09/2017,organic
ZAC0001538,9ccded7714e41a49,3220,Pietermaritzburg,KwaZulu-Natal,18/09/2017,email
ZAC0001554,923f8ccd8d1a3f62,163,Centurion,Gauteng,28/09/2017,affiliate
ZAC0001591,806d662886dc1ea6,4031,Durban,KwaZulu-Natal,13/09/2017,organic
ZAC0001621,afeebc2dca575be3,7605,Stellenbosch,Western Cape,21/09/2017,organic
ZAC0001640,02d96db7c6d0add7,5245,East London,Eastern Cape,02/09/2017,email
ZAC0001703,538ca1953d4f7930,1815,Soweto,Gauteng,19/09/2017,referral
ZAC0001704,85320fb62530e89a,308,Rustenburg,North West,09/09/2017,paid_search
ZAC0001709,6bc3f15f360997b0,13,Pretoria,Gauteng,20/09/2017,organic
ZAC0001716,6562ebe5fc91574e,8345,Kimberley,Northern Cape,29/09/2017,organic
ZAC0001730,90c5f44c6dd6aac2,8331,Kimberley,Northern Cape,24/09/2017,paid_search
