buyer_ref,buyer_uid,postcode,town,province,signup_dt,acq_channel
ZAC0000016,8d16191fd08a7a02,4045,Durban,KwaZulu-Natal,29/10/2017,organic
ZAC0000042,aae9440f51711daa,7614,Stellenbosch,Western Cape,19/10/2017,organic
ZAC0000090,ae1bda0c395a8463,2216,Sandton,Gauteng,01/10/2017,organic
ZAC0000120,1d382d4ce4121d10,6018,Port Elizabeth,Eastern Cape,26/10/2017,organic
ZAC0000135,f65c86842e6b2b4e,9327,Bloemfontein,Free State,26/10/2017,affiliate
ZAC0000145,e222261f966f9102,1213,Nelspruit,Mpumalanga,21/10/2017,organic
ZAC0000172,55ce172326d00ef9,3235,Pietermaritzburg,KwaZulu-Natal,20/10/2017,organic
ZAC0000226,cadd3ce528b11a18,330,Rustenburg,North West,31/10/2017,referral
ZAC0000229,d89be4116a35eed3,725,Polokwane,Limpopo,18/10/2017,paid_search
ZAC0000318,72f39bc4a7cb343b,2035,Johannesburg,Gauteng,03/10/2017,social
ZAC0000319,db149f44ab8287d9,2220,Sandton,Gauteng,18/10/2017,organic
ZAC0000330,74a46db50af50c65,8000,Cape Town,Western Cape,23/10/2017,paid_search
ZAC0000352,83fbf8e2f8e8e422,2206,Sandton,Gauteng,03/10/2017,email
ZAC0000364,19b0033b9fe2a061,184,Centurion,Gauteng,26/10/2017,email
ZAC0000369,12a7f1e1c272c73a,5252,East London,Eastern Cape,14/10/2017,email
ZAC0000395,c6509ff392c6208c,724,Polokwane,Limpopo,21/10/2017,referral
ZAC0000434,acded910e972da60,1851,Soweto,Gauteng,11/10/2017,organic
ZAC0000453,612ba553d983d694,9311,Bloemfontein,Free State,09/10/2017,social
ZAC0000460,06cfb0a4ec2b2f0a,2031,Johannesburg,Gauteng,18/10/2017,organic
ZAC0000488,441e4e821a659dd0,3226,Pietermaritzburg,KwaZulu-Natal,10/10/2017,organic
ZAC0000503,c237591393bce40e,2018,Johannesburg,Gauteng,25/10/2017,affiliate
ZAC0000524,bb917d2a205c7379,6000,Port Elizabeth,Eastern Cape,27/10/2017,organic
ZAC0000589,924362dbfbb483b5,6041,Port Elizabeth,Eastern Cape,22/10/2017,email
ZAC0000641,2bedb100b3c840af,24,Pretoria,Gauteng,17/10/2017,paid_search
ZAC0000657,addd76091dbbd660,50,Pretoria,Gauteng,17/10/2017,email
ZAC0000690,15046fd3e0c7b24e,2048,Johannesburg,Gauteng,24/10/2017,paid_search
ZAC0000691,ac5924939c17af3b,2253,Sandton,Gauteng,09/10/2017,organic
ZAC0000713,9545879fa6eee71b,6033,Port Elizabeth,Eastern Cape,15/10/2017,organic
ZAC0000732,746a54b1eb1a3b3d,5224,East London,Eastern Cape,19/10/2017,email
ZAC0000787,0f2a98534439790e,307,Rustenburg,North West,12/10/2017,paid_search
ZAC0000803,55b88ddcdf71568f,32,Pretoria,Gauteng,19/10/2017,social
ZAC0000853,6c05e550b928e7ac,332,Rustenburg,North West,27/10/2017,organic
ZAC0000858,b0845e6672263714,4042,Durban,KwaZulu-Natal,09/10/2017,paid_search
ZAC0000892,632682851ab6baaa,8058,Cape Town,Western Cape,17/10/2017,organic
ZAC0000923,33004d7d87e54b30,41,Pretoria,Gauteng,17/10/2017,referral
ZAC0000967,33a73e57e2208663,2055,Johannesburg,Gauteng,01/10/2017,organic
ZAC0001012,36b5f766794102a8,7631,Stellenbosch,Western Cape,27/10/2017,organic
ZAC0001040,e39ff0c30fd9af6b,16,Pretoria,Gauteng,02/10/2017,social
ZAC0001041,72866de86687e12c,5225,East London,Eastern Cape,24/10/2017,paid_search
ZAC0001048,d3cb342b6b62a591,1812,Soweto,Gauteng,15/10/2017,paid_search
ZAC0001051,8f2f1f72360c9301,1252,Nelspruit,Mpumalanga,16/10/2017,paid_search
ZAC0001088,91c01605f2da04c4,712,Polokwane,Limpopo,17/10/2017,paid_search
ZAC0001164,3ec9c8f7b3045252,7607,Stellenbosch,Western Cape,23/10/2017,organic
ZAC0001169,59f27828d09fab6b,168,Centurion,Gauteng,27/10/2017,social
ZAC0001193,e4954c88cdf96df8,3234,Pietermaritzburg,KwaZulu-Natal,29/10/2017,paid_search
ZAC0001201,e6fc3f2918ca892a,166,Centurion,Gauteng,19/10/2017,social
ZAC0001214,c2d65418418c4787,3227,Pietermaritzburg,KwaZulu-Natal,09/10/2017,paid_search
ZAC0001230,5e86f4a95d9502e3,7654,Stellenbosch,Western Cape,08/10/2017,social
ZAC0001245,4e2c5f4e709e5ac3,1858,Soweto,Gauteng,29/10/2017,paid_search
ZAC0001277,38520513a73d847e,37,Pretoria,Gauteng,11/10/2017,paid_search
ZAC0001287,5987c0fa2b2ef0ea,163,Centurion,Gauteng,01/10/2017,affiliate
ZAC0001325,119bb3023139aed2,2212,Sandton,Gauteng,05/10/2017,organic
ZAC0001371,c33edbb8d9e4cade,3255,Pietermaritzburg,KwaZulu-Natal,23/10/2017,referral
ZAC0001375,14cadbe2c9b901b6,1238,Nelspruit,Mpumalanga,25/10/2017,referral
ZAC0001418,8dfda03f455a5969,9328,Bloemfontein,Free State,08/10/2017,paid_search
ZAC0001435,aa2299dbfb704b38,2030,Johannesburg,Gauteng,11/10/2017,organic
ZAC0001438,dd2b4be71d5c4709,2208,Sandton,Gauteng,12/10/2017,paid_search
ZAC0001477,a3e46d5ef5fc5d89,2050,Johannesburg,Gauteng,10/10/2017,organic
ZAC0001481,4dc416c0ac54ecb5,2005,Johannesburg,Gauteng,16/10/2017,paid_search
ZAC0001501,62090fd943c93208,8359,Kimberley,Northern Cape,09/10/2017,referral
ZAC0001547,81eff6c75b247ebe,6014,Port Elizabeth,Eastern Cape,13/10/2017,organic
ZAC0001570,4e22e14cd49cb126,6026,Port Elizabeth,Eastern Cape,27/10/2017,paid_search
ZAC0001604,1def9643d92a3e0e,2025,Johannesburg,Gauteng,05/10/2017,organic
ZAC0001607,8b8b4577de016452,1832,Soweto,Gauteng,25/10/2017,social
ZAC0001610,7e3431521fb9c826,1244,Nelspruit,Mpumalanga,12/10/2017,organic
ZAC0001615,b6529734d716734e,1840,Soweto,Gauteng,15/10/2017,email
ZAC0001683,18f91a560b882d97,1820,Soweto,Gauteng,08/10/2017,paid_search
ZAC0001697,129bff6181314f33,2197,Sandton,Gauteng,22/10/2017,paid_search
ZAC0001740,b02061cf1d5ba1c9,5242,East London,Eastern Cape,07/10/2017,social
ZAC0001753,7cd5090da3d85c1c,4,Pretoria,Gauteng,14/10/2017,referral
ZAC0001833,300b855d58a28af3,185,Centurion,Gauteng,13/10/2017,organic
ZAC0001881,4f4a897d2ee671bf,2010,Johannesburg,Gauteng,12/10/2017,organic
ZAC0001885,6c1bb571ec7d39be,9326,Bloemfontein,Free State,25/10/2017,referral
ZAC0001896,23939a96a439ab0e,2024,Johannesburg,Gauteng,23/10/2017,email
ZAC0001939,46df240fd2dc7c03,7645,Stellenbosch,Western Cape,03/10/2017,email
ZAC0002018,b72754860c886094,1853,Soweto,Gauteng,05/10/2017,referral
ZAC0002040,ea1b055c720b29fe,5209,East London,Eastern Cape,03/10/2017,organic
ZAC0002077,7919e2ba2cbd1c9a,55,Pretoria,Gauteng,13/10/2017,social
ZAC0002096,0317d3c57721f1c5,5244,East London,Eastern Cape,07/10/2017,referral
