buyer_ref,buyer_uid,postcode,town,province,signup_dt,acq_channel
ZAC0000020,5cbe3b9bc83f9460,179,Centurion,Gauteng,12/04/2018,organic
ZAC0000054,72db53feef385e4f,4026,Durban,KwaZulu-Natal,16/04/2018,social
ZAC0000058,72071fd1f058f886,2247,Sandton,Gauteng,18/04/2018,social
ZAC0000074,309c25efe2a28f18,1255,Nelspruit,Mpumalanga,04/04/2018,referral
ZAC0000116,4652adaa0ce2d949,8048,Cape Town,Western Cape,09/04/2018,referral
ZAC0000125,aea0da33d6994295,1862,Soweto,Gauteng,19/04/2018,paid_search
ZAC0000192,a839e5eb6cdcfd76,1227,Nelspruit,Mpumalanga,29/04/2018,social
ZAC0000214,be632b656851b221,717,Polokwane,Limpopo,27/04/2018,paid_search
ZAC0000216,63bfa40ae0e232ba,172,Centurion,Gauteng,05/04/2018,referral
ZAC0000231,279aac3a2105a36d,4041,Durban,KwaZulu-Natal,26/04/2018,organic
ZAC0000238,c541efea29c3ded0,2008,Johannesburg,Gauteng,11/04/2018,organic
ZAC0000245,ef3a426aa65c0811,1849,Soweto,Gauteng,04/04/2018,email
ZAC0000253,6631e153d6968c8e,2235,Sandton,Gauteng,27/04/2018,email
ZAC0000279,5d74a8181eff15cf,1832,Soweto,Gauteng,30/04/2018,organic
ZAC0000312,bce25e4988044b63,5227,East London,Eastern Cape,27/04/2018,social
ZAC0000316,508948905c4dba3a,3211,Pietermaritzburg,KwaZulu-Natal,20/04/2018,email
ZAC0000377,b9e64f96571e9166,175,Centurion,Gauteng,27/04/2018,social
ZAC0000419,56ee878069bcb50e,756,Polokwane,Limpopo,02/04/2018,email
ZAC0000442,18d5e65c0a4ea424,2023,Johannesburg,Gauteng,05/04/2018,social
ZAC0000443,ab7267587cac27d5,1238,Nelspruit,Mpumalanga,24/04/2018,paid_search
ZAC0000458,8cc3e270097ed946,9344,Bloemfontein,Free State,27/04/2018,paid_search
ZAC0000463,f9c043a3795f8d3b,3258,Pietermaritzburg,KwaZulu-Natal,09/04/2018,organic
ZAC0000476,a38b9bf9a3f48706,1823,Soweto,Gauteng,26/04/2018,organic
ZAC0000477,9a32e7b8ac85fad2,6031,Port Elizabeth,Eastern Cape,20/04/2018,organic
ZAC0000483,44a8ab35ad523361,6017,Port Elizabeth,Eastern Cape,18/04/2018,paid_search
ZAC0000485,9ecc19dad9ac1d2e,2216,Sandton,Gauteng,17/04/2018,email
ZAC0000499,73729209fe2a6e6f,9326,Bloemfontein,Free State,16/04/2018,affiliate
ZAC0000507,20471a065aa0cbff,1816,Soweto,Gauteng,01/04/2018,paid_search
