buyer_ref,buyer_uid,postcode,town,province,signup_dt,acq_channel
ZAC0000014,c81d2ef5ef9ff0fd,5229,East London,Eastern Cape,29/07/2018,social
ZAC0000021,75ed29368b382014,2024,Johannesburg,Gauteng,06/07/2018,referral
ZAC0000040,35c1140ab1cc49ec,2243,Sandton,Gauteng,15/07/2018,paid_search
ZAC0000051,1d9c035c05b2d1f1,2006,Johannesburg,Gauteng,03/07/2018,email
ZAC0000059,b0028e34f4339ef0,1845,Soweto,Gauteng,26/07/2018,organic
ZAC0000062,935f4094da8da42d,1250,Nelspruit,Mpumalanga,29/07/2018,paid_search
ZAC0000068,96d6a4f17208c84b,1236,Nelspruit,Mpumalanga,30/07/2018,paid_search
ZAC0000075,e8fac9d443be9126,1203,Nelspruit,Mpumalanga,22/07/2018,social
ZAC0000078,19738e5beea903b6,2212,Sandton,Gauteng,25/07/2018,paid_search
ZAC0000087,2374249c9cd8af62,40,Pretoria,Gauteng,22/07/2018,affiliate
ZAC0000088,028916b6fcc8addf,8328,Kimberley,Northern Cape,10/07/2018,organic
ZAC0000104,13d2d1bf50473e4e,6020,Port Elizabeth,Eastern Cape,10/07/2018,social
ZAC0000119,c35816534256a672,3256,Pietermaritzburg,KwaZulu-Natal,01/07/2018,organic
ZAC0000134,3d97ecf0d4d65b84,8007,Cape Town,Western Cape,30/07/2018,organic
ZAC0000147,54683c9791c842dc,6019,Port Elizabeth,Eastern Cape,01/07/2018,social
ZAC0000159,efca1837eed93866,8306,Kimberley,Northern Cape,27/07/2018,paid_search
ZAC0000161,f72d01e367d75a34,1832,Soweto,Gauteng,05/07/2018,affiliate
ZAC0000195,63c6a3e9bc9e25a3,8052,Cape Town,Western Cape,17/07/2018,organic
ZAC0000203,bf5abc2fdcd55162,205,Centurion,Gauteng,01/07/2018,organic
ZAC0000219,268d7a9dab0bc34d,216,Centurion,Gauteng,18/07/2018,organic
ZAC0000220,8e296e4f48f23298,1817,Soweto,Gauteng,14/07/2018,paid_search
ZAC0000257,b8e27187508fc653,8031,Cape Town,Western Cape,22/07/2018,social
ZAC0000291,a25fcc1c81123c41,703,Polokwane,Limpopo,26/07/2018,social
ZAC0000320,df30de3a8e2e60a8,8348,Kimberley,Northern Cape,20/07/2018,referral
ZAC0000323,144c6ef5e40bae1f,17,Pretoria,Gauteng,06/07/2018,social
ZAC0000333,8b637d7e48f5fd82,2027,Johannesburg,Gauteng,02/07/2018,social
ZAC0000343,81b04506a4a20c5f,1825,Soweto,Gauteng,07/07/2018,social
ZAC0000351,5044de2ac13e048a,2000,Johannesburg,Gauteng,03/07/2018,organic
ZAC0000353,5256ae8ea44d1a0d,1854,Soweto,Gauteng,17/07/2018,social
ZAC0000362,f5f2f735982c64d5,7622,Stellenbosch,Western Cape,17/07/2018,affiliate
ZAC0000388,da4bab7f8067cc80,9356,Bloemfontein,Free State,10/07/2018,organic
