buyer_ref,buyer_uid,postcode,town,province,signup_dt,acq_channel
ZAC0000024,e02c26f392f06e37,9303,Bloemfontein,Free State,23/12/2017,referral
ZAC0000027,e5b90b529f38e52d,708,Polokwane,Limpopo,30/12/2017,social
ZAC0000033,439fd9b50a4f5573,7615,Stellenbosch,Western Cape,09/12/2017,paid_search
ZAC0000072,6a493080f71af70f,3245,Pietermaritzburg,KwaZulu-Natal,13/12/2017,email
ZAC0000086,102f3f0beebe8200,3233,Pietermaritzburg,KwaZulu-Natal,30/12/2017,social
ZAC0000099,b7df313ead81e48d,1838,Soweto,Gauteng,23/12/2017,paid_search
ZAC0000105,a2179d16e02fb217,8356,Kimberley,Northern Cape,16/12/2017,email
ZAC0000107,e7c7108acd1a15d9,8027,Cape Town,Western Cape,08/12/2017,social
ZAC0000121,719b8a8626bcaeab,4021,Durban,KwaZulu-Natal,26/12/2017,paid_search
ZAC0000180,179680c7020473fa,7648,Stellenbosch,Western Cape,09/12/2017,organic
ZAC0000182,c20b6ea5e3bdc6fb,350,Rustenburg,North West,11/12/2017,organic
ZAC0000224,d9029272f2d05088,712,Polokwane,Limpopo,04/12/2017,paid_search
ZAC0000283,4b758bd3cd2fd7c9,352,Rustenburg,North West,12/12/2017,paid_search
ZAC0000337,d2f7fe8983f309e4,8314,Kimberley,Northern Cape,24/12/2017,affiliate
ZAC0000350,e241ec5e08ff4666,9314,Bloemfontein,Free State,24/12/2017,social
ZAC0000359,f1eb36a669ea4911,3212,Pietermaritzburg,KwaZulu-Natal,06/12/2017,organic
ZAC0000360,8f5837d8e44b28ae,2008,Johannesburg,Gauteng,09/12/2017,social
ZAC0000365,3115e9a47f932e07,721,Polokwane,Limpopo,29/12/2017,affiliate
ZAC0000375,31262e85c48f4bbc,190,Centurion,Gauteng,28/12/2017,organic
ZAC0000400,d7c07a929fcf0f3f,2237,Sandton,Gauteng,22/12/2017,affiliate
ZAC0000414,5c3cf25198e67a6e,8354,Kimberley,Northern Cape,01/12/2017,organic
ZAC0000426,eae21f997470c791,4030,Durban,KwaZulu-Natal,04/12/2017,social
ZAC0000470,8fa177fb1f44ecac,3256,Pietermaritzburg,KwaZulu-Natal,09/12/2017,paid_search
ZAC0000473,2e0448de9ee8dc45,300,Rustenburg,North West,10/12/2017,social
ZAC0000478,0dd346663ab63d4d,215,Centurion,Gauteng,10/12/2017,social
ZAC0000517,f377fe644f544636,4008,Durban,KwaZulu-Natal,10/12/2017,paid_search
ZAC0000550,1601450721a232e1,4058,Durban,KwaZulu-Natal,22/12/2017,organic
ZAC0000555,40be711236b06c42,4029,Durban,KwaZulu-Natal,18/12/2017,paid_search
ZAC0000579,019d2dff03bc5bc8,5204,East London,Eastern Cape,05/12/2017,paid_search
ZAC0000608,580182017d5ab1ca,2027,Johannesburg,Gauteng,20/12/2017,email
ZAC0000616,b69ceff419119f29,753,Polokwane,Limpopo,16/12/2017,referral
ZAC0000697,a1e51ba1028155dd,8016,Cape Town,Western Cape,02/12/2017,social
ZAC0000735,25c6eb8fea3c396d,180,Centurion,Gauteng,02/12/2017,organic
ZAC0000761,57fbd197c378b50f,3258,Pietermaritzburg,KwaZulu-Natal,08/12/2017,paid_search
ZAC0000768,fae1096226ff70d5,356,Rustenburg,North West,19/12/2017,email
ZAC0000790,582632c78f64f4f4,5208,East London,Eastern Cape,21/12/2017,referral
ZAC0000821,896085b979f7765c,8347,Kimberley,Northern Cape,21/12/2017,social
ZAC0000825,dd978ca9dc2d205a,59,Pretoria,Gauteng,31/12/2017,organic
ZAC0000830,3c18f1a154b77e60,4040,Durban,KwaZulu-Natal,28/12/2017,social
ZAC0000877,6b91f4b5fa0ea84a,59,Pretoria,Gauteng,06/12/2017,referral
ZAC0000913,5c5a6f9b8dc7a5c8,185,Centurion,Gauteng,30/12/2017,organic
ZAC0000936,05a71f3f5c778fc2,205,Centurion,Gauteng,18/12/2017,email
ZAC0000973,d8858e8b4c195be2,204,Centurion,Gauteng,06/12/2017,paid_search
ZAC0000974,afe2def1a23ce2c3,4029,Durban,KwaZulu-Natal,14/12/2017,organic
ZAC0001031,d47c9125b708b4f7,1857,Soweto,Gauteng,12/12/2017,organic
ZAC0001038,c782bc4dfabb3e3e,1243,Nelspruit,Mpumalanga,16/12/2017,referral
ZAC0001071,366069a5ae131115,7626,Stellenbosch,Western Cape,24/12/2017,organic
ZAC0001091,0e93e68458ebd9ef,723,Polokwane,Limpopo,08/12/2017,affiliate
ZAC0001099,2c46b0361af07e5f,2038,Johannesburg,Gauteng,22/12/2017,referral
ZAC0001105,039f3d783bcb75e4,8317,Kimberley,Northern Cape,22/12/2017,email
ZAC0001106,d9d3ed5dc8b2d633,2220,Sandton,Gauteng,16/12/2017,organic
ZAC0001114,3353e2374d3f619f,7634,Stellenbosch,Western Cape,17/12/2017,referral
ZAC0001130,b5b1c66bd634c579,7647,Stellenbosch,Western Cape,02/12/2017,affiliate
ZAC0001157,3d613ff7101664ae,3209,Pietermaritzburg,KwaZulu-Natal,19/12/2017,organic
ZAC0001168,c7c20218a902dec0,2220,Sandton,Gauteng,19/12/2017,affiliate
ZAC0001170,ef3117c52656927f,4059,Durban,KwaZulu-Natal,29/12/2017,organic
ZAC0001171,88cec9c55b163b6b,345,Rustenburg,North West,30/12/2017,referral
ZAC0001183,fdae9edf53bd21ef,203,Centurion,Gauteng,01/12/2017,social
ZAC0001196,e7300f6ac3eaed8c,6016,Port Elizabeth,Eastern Cape,31/12/2017,referral
ZAC0001203,b17f97b821609f33,726,Polokwane,Limpopo,27/12/2017,email
ZAC0001224,6fe27de575bca3aa,5258,East London,Eastern Cape,24/12/2017,organic
ZAC0001238,699350ac1b7a50de,5254,East London,Eastern Cape,20/12/2017,email
ZAC0001297,ed7c6e1c712481f1,9302,Bloemfontein,Free State,08/12/2017,referral
ZAC0001298,66ab84a81e35fd6d,300,Rustenburg,North West,30/12/2017,paid_search
ZAC0001305,b4d2575e2ae46286,356,Rustenburg,North West,03/12/2017,email
ZAC0001398,3c11fd095c487a40,8335,Kimberley,Northern Cape,24/12/2017,social
