buyer_ref,buyer_uid,postcode,town,province,signup_dt,acq_channel
ZAC0000001,184767b14c379b2a,5238,East London,Eastern Cape,03/02/2018,paid_search
ZAC0000005,1757397eb4f922f8,3228,Pietermaritzburg,KwaZulu-Natal,03/02/2018,referral
ZAC0000028,63a655a9287958c7,8024,Cape Town,Western Cape,10/02/2018,social
ZAC0000048,086c944116c124d5,6047,Port Elizabeth,Eastern Cape,08/02/2018,affiliate
ZAC0000050,3d05d98e9276f5b2,5251,East London,Eastern Cape,28/02/2018,social
ZAC0000063,8b24a24c7033ac65,1208,Nelspruit,Mpumalanga,24/02/2018,paid_search
ZAC0000067,8d9a796bc11b3238,721,Polokwane,Limpopo,14/02/2018,organic
ZAC0000073,bc77e2e27f54aa49,5231,East London,Eastern Cape,12/02/2018,organic
ZAC0000098,f99532edeef23776,309,Rustenburg,North West,19/02/2018,organic
ZAC0000153,de489bbc2cc97e92,4031,Durban,KwaZulu-Natal,08/02/2018,referral
ZAC0000183,cff8d03f729229e9,1809,Soweto,Gauteng,13/02/2018,paid_search
ZAC0000194,710ecf436584d4f0,216,Centurion,Gauteng,24/02/2018,social
ZAC0000212,80e182620842c7de,4025,Durban,KwaZulu-Natal,13/02/2018,organic
ZAC0000263,ec51fdf77f67c97a,2211,Sandton,Gauteng,10/02/2018,social
ZAC0000285,0962fec11406e2ef,13,Pretoria,Gauteng,06/02/2018,paid_search
ZAC0000286,1b91c8d51039e7b3,157,Centurion,Gauteng,14/02/2018,organic
ZAC0000298,28d9bb91bc7db52a,1225,Nelspruit,Mpumalanga,21/02/2018,email
ZAC0000308,02e207901c3dd56e,3204,Pietermaritzburg,KwaZulu-Natal,16/02/2018,social
ZAC0000321,c8499c1f5a107102,4047,Durban,KwaZulu-Natal,02/02/2018,paid_search
ZAC0000326,77d16df27ceaa675,1804,Soweto,Gauteng,09/02/2018,affiliate
ZAC0000345,4bd73471d0a8a3af,7637,Stellenbosch,Western Cape,03/02/2018,organic
ZAC0000349,080fc87c092e61b5,2034,Johannesburg,Gauteng,03/02/2018,paid_search
ZAC0000366,c0a50b2c9fff8886,8039,Cape Town,Western Cape,10/02/2018,affiliate
ZAC0000384,d99fa7d558ab654f,4011,Durban,KwaZulu-Natal,14/02/2018,referral
ZAC0000390,ae9fc1ceff13dc4a,1233,Nelspruit,Mpumalanga,14/02/2018,organic
ZAC0000393,b833ecaa36a2666d,5248,East London,Eastern Cape,10/02/2018,organic
ZAC0000433,a3d1870fedc2dda9,8024,Cape Town,Western Cape,18/02/2018,email
ZAC0000436,37f6a25299715a89,3228,Pietermaritzburg,KwaZulu-Natal,24/02/2018,paid_search
ZAC0000462,d069515e4e2481ad,9,Pretoria,Gauteng,14/02/2018,affiliate
ZAC0000498,04a6916ff869d215,742,Polokwane,Limpopo,20/02/2018,social
ZAC0000513,edbf195103646e5e,358,Rustenburg,North West,08/02/2018,email
ZAC0000515,381cf64cd934a66f,38,Pretoria,Gauteng,04/02/2018,affiliate
ZAC0000546,bc82390fbb8aaddc,4055,Durban,KwaZulu-Natal,10/02/2018,referral
ZAC0000547,f6635627612da7bc,1216,Nelspruit,Mpumalanga,03/02/2018,email
ZAC0000575,484ee22dbcb82e83,2058,Johannesburg,Gauteng,28/02/2018,paid_search
ZAC0000576,c6620cc69fc22e4b,186,Centurion,Gauteng,04/02/2018,organic
ZAC0000583,f1b5a91da17149bf,4000,Durban,KwaZulu-Natal,17/02/2018,organic
ZAC0000597,7a42a4d10bb4683d,5213,East London,Eastern Cape,27/02/2018,paid_search
ZAC0000601,d8e2a75e611f9875,2221,Sandton,Gauteng,07/02/2018,referral
ZAC0000604,be44bf1d22324f9b,6038,Port Elizabeth,Eastern Cape,10/02/2018,email
ZAC0000607,0727a34c80e8d5c6,3206,Pietermaritzburg,KwaZulu-Natal,21/02/2018,referral
ZAC0000610,2827d0e459060041,203,Centurion,Gauteng,13/02/2018,social
ZAC0000617,588b2ba7e95ac355,9334,Bloemfontein,Free State,25/02/2018,social
