buyer_ref,buyer_uid,postcode,town,province,signup_dt,acq_channel
ZAC0000013,60c86ecba2e4c925,7619,Stellenbosch,Western Cape,23/08/2017,paid_search
ZAC0000034,6cd5c668ade0ca31,6056,Port Elizabeth,Eastern Cape,10/08/2017,organic
ZAC0000055,456886efcd6dae4b,722,Polokwane,Limpopo,04/08/2017,email
ZAC0000066,22c53b5b65d26fea,8305,Kimberley,Northern Cape,09/08/2017,organic
ZAC0000106,fc055eb2cfd585fb,8335,Kimberley,Northern Cape,22/08/2017,referral
ZAC0000129,4fe824b686f20785,1213,Nelspruit,Mpumalanga,27/08/2017,paid_search
ZAC0000138,0b97e6a34a914fb6,190,Centurion,Gauteng,15/08/2017,social
ZAC0000149,4ed82526e00d1f7b,4010,Durban,KwaZulu-Natal,09/08/2017,organic
ZAC0000205,36a9b1e01ce3cee0,2059,Johannesburg,Gauteng,19/08/2017,social
ZAC0000211,8bfad52fd04484eb,9327,Bloemfontein,Free State,18/08/2017,email
ZAC0000228,9b9658507052c1d2,191,Centurion,Gauteng,24/08/2017,social
ZAC0000288,660947a6362cee18,338,Rustenburg,North West,10/08/2017,organic
ZAC0000328,8415481322f2b9e3,16,Pretoria,Gauteng,21/08/2017,organic
ZAC0000355,7225df4a35ee1b0d,8031,Cape Town,Western Cape,07/08/2017,social
ZAC0000371,b81435e6f1a0caf2,2008,Johannesburg,Gauteng,28/08/2017,paid_search
ZAC0000407,35d4d8fecf4cc813,5227,East London,Eastern Cape,30/08/2017,email
ZAC0000448,bd92e2a6efff092e,1849,Soweto,Gauteng,10/08/2017,email
ZAC0000457,b3dee90584829a19,8050,Cape Town,Western Cape,10/08/2017,organic
ZAC0000484,9a4bda2b1c66ebfa,1817,Soweto,Gauteng,16/08/2017,referral
ZAC0000551,ab212e70a0175706,3257,Pietermaritzburg,KwaZulu-Natal,11/08/2017,organic
ZAC0000568,d386103a55b5d33a,6039,Port Elizabeth,Eastern Cape,01/08/2017,referral
