buyer_ref,buyer_uid,postcode,town,province,signup_dt,acq_channel
ZAC0000002,5cbd9d6290968428,215,Centurion,Gauteng,04/03/2018,email
ZAC0000022,8924fb1037b22dc1,7653,Stellenbosch,Western Cape,25/03/2018,referral
ZAC0000029,ae8538b012816603,8025,Cape Town,Western Cape,14/03/2018,affiliate
ZAC0000057,24fcb23c1402f579,6044,Port Elizabeth,Eastern Cape,19/03/2018,organic
ZAC0000081,dd9a4bdb59383cd3,197,Centurion,Gauteng,05/03/2018,organic
ZAC0000089,fc738d6bed9c189b,7604,Stellenbosch,Western Cape,05/03/2018,email
ZAC0000094,f1e9c3c8c9d40fd8,1204,Nelspruit,Mpumalanga,19/03/2018,paid_search
ZAC0000124,40e868c2d8064888,1829,Soweto,Gauteng,01/03/2018,email
ZAC0000128,ba6d33840b93b12e,9349,Bloemfontein,Free State,09/03/2018,social
ZAC0000130,d691f98ef254f93a,9336,Bloemfontein,Free State,17/03/2018,email
ZAC0000141,c53c9024e0431a64,4034,Durban,KwaZulu-Natal,09/03/2018,referral
ZAC0000154,f93c511a1eac5098,712,Polokwane,Limpopo,21/03/2018,paid_search
ZAC0000158,8eb6dbda5becd99b,8032,Cape Town,Western Cape,06/03/2018,paid_search
ZAC0000170,c40891eb3d1d5ad8,5248,East London,Eastern Cape,22/03/2018,organic
ZAC0000177,068286659d83ffa3,1254,Nelspruit,Mpumalanga,04/03/2018,organic
ZAC0000184,c8eb7799fe75a5fb,5258,East London,Eastern Cape,20/03/2018,paid_search
ZAC0000198,96421824b4238b37,36,Pretoria,Gauteng,02/03/2018,paid_search
ZAC0000206,1147e6c0f04ed6de,4001,Durban,KwaZulu-Natal,25/03/2018,paid_search
ZAC0000208,33adc944c76a7bc6,5230,East London,Eastern Cape,24/03/2018,organic
ZAC0000215,aa1a98b97777c653,7646,Stellenbosch,Western Cape,01/03/2018,affiliate
ZAC0000241,9ac1000127971aa4,1825,Soweto,Gauteng,28/03/2018,affiliate
ZAC0000249,ba724f746a07e5f9,8338,Kimberley,Northern Cape,10/03/2018,organic
ZAC0000261,2a1a7867ea796180,9359,Bloemfontein,Free State,13/03/2018,paid_search
ZAC0000269,b6e59a635535a287,8022,Cape Town,Western Cape,31/03/2018,paid_search
ZAC0000295,9c63c0e215bbedfb,194,Centurion,Gauteng,19/03/2018,social
ZAC0000297,0f6eb14c4a167c82,9322,Bloemfontein,Free State,03/03/2018,organic
ZAC0000331,3c80a6d03595d61c,9346,Bloemfontein,Free State,22/03/2018,organic
ZAC0000357,81cadcace80eeaf5,2221,Sandton,Gauteng,07/03/2018,organic
ZAC0000372,ff31fd9a669741ee,5217,East London,Eastern Cape,10/03/2018,email
ZAC0000402,fef6cd4a380753c5,3257,Pietermaritzburg,KwaZulu-Natal,13/03/2018,social
ZAC0000406,be48e8fa37c02514,174,Centurion,Gauteng,03/03/2018,organic
ZAC0000428,ab180d6167783b4c,5241,East London,Eastern Cape,02/03/2018,organic
ZAC0000429,15d1521e1cb887c7,3220,Pietermaritzburg,KwaZulu-Natal,20/03/2018,social
ZAC0000435,292339e63ab71d8a,355,Rustenburg,North West,19/03/2018,paid_search
ZAC0000439,3d4b3606935dd2b9,43,Pretoria,Gauteng,24/03/2018,organic
ZAC0000441,416a030d6a46bbe0,1805,Soweto,Gauteng,15/03/2018,organic
ZAC0000444,516d5ddaeead6fbc,5222,East London,Eastern Cape,20/03/2018,social
ZAC0000527,dc7d880fd93c1551,1809,Soweto,Gauteng,14/03/2018,paid_search
ZAC0000532,18d022c51cbaf759,5215,East London,Eastern Cape,08/03/2018,organic
ZAC0000582,48f5b94e5afd8408,348,Rustenburg,North West,14/03/2018,organic
ZAC0000633,5245797cc8bbbceb,8358,Kimberley,Northern Cape,10/03/2018,social
ZAC0000645,fc31f8055722f119,2053,Johannesburg,Gauteng,03/03/2018,organic
ZAC0000681,dcd87491ebb32c5f,6007,Port Elizabeth,Eastern Cape,05/03/2018,organic
ZAC0000695,ce7467b384f82fe8,7655,Stellenbosch,Western Cape,03/03/2018,organic
ZAC0000726,f6604c66868132ad,5241,East London,Eastern Cape,17/03/2018,organic
ZAC0000733,1128e0fbd02afa0d,3232,Pietermaritzburg,KwaZulu-Natal,26/03/2018,social
ZAC0000795,41c46d4ac35e2bf4,6037,Port Elizabeth,Eastern Cape,17/03/2018,paid_search
ZAC0000810,78511c5c3d56adb8,309,Rustenburg,North West,23/03/2018,social
ZAC0000820,5e59d24d81237e81,3219,Pietermaritzburg,KwaZulu-Natal,31/03/2018,email
ZAC0000841,131a92ef7edde581,9332,Bloemfontein,Free State,09/03/2018,referral
ZAC0000846,4abb7fcf05074020,201,Centurion,Gauteng,30/03/2018,organic
ZAC0000872,bb773ebf0f465e74,1201,Nelspruit,Mpumalanga,23/03/2018,paid_search
ZAC0000874,579dbd72b8d70db4,7653,Stellenbosch,Western Cape,29/03/2018,paid_search
ZAC0000875,7b188928996a64cc,2251,Sandton,Gauteng,26/03/2018,social
ZAC0000878,4ff51d7f3fe9db1e,6023,Port Elizabeth,Eastern Cape,18/03/2018,paid_search
ZAC0000891,87c842420d783d20,317,Rustenburg,North West,29/03/2018,referral
ZAC0000896,406f3a32e75ec236,1809,Soweto,Gauteng,30/03/2018,referral
ZAC0000899,951e4dcca80fd987,2033,Johannesburg,Gauteng,02/03/2018,referral
ZAC0000905,3b7c07afd79c0b4a,8016,Cape Town,Western Cape,28/03/2018,referral
ZAC0000906,7d87def2dc2ed023,9330,Bloemfontein,Free State,08/03/2018,referral
ZAC0000910,8676fe4527b32fe7,59,Pretoria,Gauteng,19/03/2018,paid_search
ZAC0000914,0e51cc810d9b3209,8032,Cape Town,Western Cape,11/03/2018,paid_search
ZAC0000925,92fdaf01e5c3e815,2019,Johannesburg,Gauteng,09/03/2018,social
ZAC0000944,0acf8aee28db3ce9,2244,Sandton,Gauteng,15/03/2018,social
ZAC0000946,8b05be729db79e1c,5232,East London,Eastern Cape,14/03/2018,social
ZAC0000962,7c532f6ab76882c3,309,Rustenburg,North West,05/03/2018,referral
ZAC0000979,51257dde7abe6299,169,Centurion,Gauteng,15/03/2018,email
ZAC0001001,e8829ece32c40168,3237,Pietermaritzburg,KwaZulu-Natal,06/03/2018,organic
ZAC0001006,514cb92f2566a1a0,8038,Cape Town,Western Cape,12/03/2018,organic
ZAC0001009,b5e452866154a603,2197,Sandton,Gauteng,03/03/2018,social
ZAC0001014,1a3a34bec484e375,2027,Johannesburg,Gauteng,18/03/2018,organic
ZAC0001033,a8694da76ac74122,337,Rustenburg,North West,26/03/2018,paid_search
ZAC0001063,354e408c718b93b2,2217,Sandton,Gauteng,16/03/2018,social
ZAC0001093,b1695eaed502139f,1255,Nelspruit,Mpumalanga,26/03/2018,organic
ZAC0001118,dc696fdfe8adbaa4,27,Pretoria,Gauteng,16/03/2018,email
ZAC0001142,29d2faa2c9c45421,8303,Kimberley,Northern Cape,14/03/2018,paid_search
ZAC0001144,b3f6918e5e938719,7605,Stellenbosch,Western Cape,24/03/2018,organic
ZAC0001147,6a7c562b8f959aa8,7615,Stellenbosch,Western Cape,04/03/2018,affiliate
ZAC0001152,0427ba3f38d92dbb,6015,Port Elizabeth,Eastern Cape,19/03/2018,referral
ZAC0001173,4600ba83448d365d,7635,Stellenbosch,Western Cape,23/03/2018,referral
ZAC0001188,b34729a4ef9b5af6,1853,Soweto,Gauteng,08/03/2018,social
ZAC0001233,d4cce9312b885839,3258,Pietermaritzburg,KwaZulu-Natal,29/03/2018,paid_search
ZAC0001262,876fd86999e7fc05,6005,Port Elizabeth,Eastern Cape,19/03/2018,organic
ZAC0001282,e1c8a2779e242056,198,Centurion,Gauteng,16/03/2018,social
ZAC0001295,48e16e6f640a3d35,27,Pretoria,Gauteng,07/03/2018,affiliate
ZAC0001321,a171dfe913674179,1227,Nelspruit,Mpumalanga,18/03/2018,email
ZAC0001324,dc3e267ad0150cd0,715,Polokwane,Limpopo,01/03/2018,email
ZAC0001342,3fae3fc522a090b6,2058,Johannesburg,Gauteng,11/03/2018,paid_search
ZAC0001384,d1fbc89536afef7b,4042,Durban,KwaZulu-Natal,11/03/2018,social
ZAC0001401,17a53a4a88ae4588,9314,Bloemfontein,Free State,30/03/2018,email
ZAC0001404,2e57830fb87e8a9a,162,Centurion,Gauteng,27/03/2018,social
ZAC0001422,860319d7d650dba9,41,Pretoria,Gauteng,29/03/2018,social
ZAC0001425,42608c598b7fe174,4057,Durban,KwaZulu-Natal,06/03/2018,referral
ZAC0001430,e7edb8b76bca1c5c,2233,Sandton,Gauteng,26/03/2018,affiliate
ZAC0001434,4fbce0782fe1d4a2,4056,Durban,KwaZulu-Natal,13/03/2018,organic
ZAC0001442,ec65f49777189173,13,Pretoria,Gauteng,14/03/2018,referral
ZAC0001447,599f1912026630f3,3204,Pietermaritzburg,KwaZulu-Natal,28/03/2018,organic
ZAC0001456,241fbc574b2fba24,7612,Stellenbosch,Western Cape,05/03/2018,organic
ZAC0001457,b70618e648174881,5207,East London,Eastern Cape,28/03/2018,organic
ZAC0001479,93451daed5c183c0,721,Polokwane,Limpopo,05/03/2018,paid_search
ZAC0001487,1f2b43d20940ed45,4027,Durban,KwaZulu-Natal,04/03/2018,social
ZAC0001492,9b327a29252d9e9c,5215,East London,Eastern Cape,31/03/2018,affiliate
ZAC0001504,bdde16017bdcf098,3226,Pietermaritzburg,KwaZulu-Natal,12/03/2018,organic
ZAC0001509,c9bac573baa0917f,9352,Bloemfontein,Free State,24/03/2018,paid_search
ZAC0001514,51448e468a601585,1214,Nelspruit,Mpumalanga,28/03/2018,paid_search
ZAC0001517,4c73877cfb356b1b,6017,Port Elizabeth,Eastern Cape,18/03/2018,paid_search
ZAC0001617,2edd75fb656452cf,7635,Stellenbosch,Western Cape,19/03/2018,organic
ZAC0001629,1903e3b0b0a89a33,2219,Sandton,Gauteng,27/03/2018,organic
ZAC0001645,7f0982d06a8021d8,8018,Cape Town,Western Cape,26/03/2018,paid_search
ZAC0001658,ce2a168bc99c799a,6048,Port Elizabeth,Eastern Cape,11/03/2018,affiliate
ZAC0001668,64452cc4b347c437,342,Rustenburg,North West,16/03/2018,social
ZAC0001689,8c5d922baae069be,301,Rustenburg,North West,06/03/2018,email
ZAC0001695,efb4cfc7cf83563f,2008,Johannesburg,Gauteng,07/03/2018,social
ZAC0001726,b359d5a67e0ee05f,8349,Kimberley,Northern Cape,01/03/2018,email
ZAC0001728,321294e672c581cc,756,Polokwane,Limpopo,20/03/2018,paid_search
ZAC0001751,b7a6941deffb3d0a,35,Pretoria,Gauteng,27/03/2018,organic
ZAC0001765,259d4832d9b1905f,175,Centurion,Gauteng,05/03/2018,organic
ZAC0001766,6d2cca55f2f925c8,320,Rustenburg,North West,20/03/2018,organic
ZAC0001781,82a391e7b58d8ed1,7624,Stellenbosch,Western Cape,31/03/2018,affiliate
ZAC0001782,f304a3df1ee0f11a,2213,Sandton,Gauteng,31/03/2018,email
ZAC0001788,0136f2101bb66172,6035,Port Elizabeth,Eastern Cape,31/03/2018,social
ZAC0001790,9c1f1ef3e5866169,2200,Sandton,Gauteng,21/03/2018,paid_search
ZAC0001819,c770eedb89188f7d,6005,Port Elizabeth,Eastern Cape,03/03/2018,email
ZAC0001821,521ed50b2a4978af,1214,Nelspruit,Mpumalanga,31/03/2018,affiliate
ZAC0001832,f83cf0975577ca8d,1209,Nelspruit,Mpumalanga,21/03/2018,social
ZAC0001849,afe4c106bff6a268,9306,Bloemfontein,Free State,11/03/2018,organic
ZAC0001853,59fdce8d6434193e,4048,Durban,KwaZulu-Natal,11/03/2018,organic
ZAC0001864,2dcea73cce71ba95,3226,Pietermaritzburg,KwaZulu-Natal,28/03/2018,email
ZAC0001869,8bb3f5141e943139,1224,Nelspruit,Mpumalanga,18/03/2018,referral
ZAC0001880,883b2f388198b5b1,5217,East London,Eastern Cape,26/03/2018,paid_search
ZAC0001889,87175692b45f2ed7,9350,Bloemfontein,Free State,24/03/2018,email
ZAC0001918,ee22b84080aee006,8331,Kimberley,Northern Cape,24/03/2018,paid_search
ZAC0001920,832691ced083a5a4,181,Centurion,Gauteng,27/03/2018,email
ZAC0001922,ccab7b634e19fab4,8346,Kimberley,Northern Cape,28/03/2018,social
