ord_ref,line_no,sku,vendor_code,qty,unit_price_zar,delivery_fee_zar
ZA-00012979,1,SKU51514,ZAV00148,1,451.61,102.16
ZA-00012980,1,SKU59945,ZAV00708,1,388.64,88.47
ZA-00012981,1,SKU36920,ZAV00571,1,2277.55,92.66
ZA-00012982,1,SKU32189,ZAV00602,1,364.35,163.48
ZA-00012983,1,SKU38067,ZAV00223,1,252.34,129.1
ZA-00012984,1,SKU48131,ZAV00047,2,2192.24,80.13
ZA-00012985,1,SKU98000,ZAV00046,1,1284.07,95.75
ZA-00012986,1,SKU70726,ZAV00407,1,947.8,91.99
ZA-00012987,1,SKU44748,ZAV00421,1,1263.4,161.13
ZA-00012987,2,SKU88737,ZAV00782,2,4202.46,137.52
ZA-00012987,3,SKU26623,ZAV00025,1,1079.43,58.95
ZA-00012988,1,SKU57283,ZAV00453,1,455.69,107.75
ZA-00012989,1,SKU21092,ZAV00509,1,798.17,52.2
ZA-00012990,1,SKU51286,ZAV00234,1,524.87,80.7
ZA-00012991,1,SKU32120,ZAV00125,1,480.27,174.17
ZA-00012992,1,SKU78611,ZAV00738,1,389.62,103.36
ZA-00012993,1,SKU88382,ZAV00577,1,317.76,114.94
ZA-00012994,1,SKU96534,ZAV00291,1,411.8,125.29
ZA-00012995,1,SKU84983,ZAV00707,1,811.54,47.67
ZA-00012995,2,SKU61954,ZAV00053,2,914.35,43.09
ZA-00012996,1,SKU71419,ZAV00661,1,256.47,137.97
ZA-00012997,1,SKU59221,ZAV00380,2,254.7,86.54
ZA-00012998,1,SKU56144,ZAV00212,1,515.65,48.3
ZA-00012999,1,SKU19310,ZAV00423,1,357.96,176.21
ZA-00013000,1,SKU27094,ZAV00665,1,239.43,68.71
ZA-00013001,1,SKU79313,ZAV00467,2,2434.07,148.05
ZA-00013001,2,SKU86829,ZAV00453,1,269.28,143.09
ZA-00013002,1,SKU29462,ZAV00309,1,640.46,151.04
ZA-00013003,1,SKU97004,ZAV00713,1,896.65,166.46
ZA-00013004,1,SKU65264,ZAV00526,1,661.78,98.83
ZA-00013005,1,SKU76910,ZAV00305,1,537.75,128.32
ZA-00013006,1,SKU55631,ZAV00393,1,380.28,94.12
ZA-00013007,1,SKU39257,ZAV00043,1,447.86,46.16
ZA-00013008,1,SKU65925,ZAV00562,1,531.08,75.43
ZA-00013009,1,SKU85362,ZAV00423,1,183.91,174.05
ZA-00013010,1,SKU23815,ZAV00364,1,1212.15,68.69
ZA-00013010,2,SKU58559,ZAV00233,1,259.23,147.55
ZA-00013011,1,SKU96248,ZAV00340,1,102.11,48.57
ZA-00013011,2,SKU99369,ZAV00021,2,982.62,114.29
ZA-00013012,1,SKU44999,ZAV00456,1,581.72,67.23
ZA-00013013,1,SKU80016,ZAV00635,1,446.09,86.13
ZA-00013014,1,SKU26506,ZAV00022,2,1050.62,147.81
ZA-00013015,1,SKU60162,ZAV00696,1,153.64,164.66
ZA-00013015,2,SKU58861,ZAV00479,1,515.03,56.07
ZA-00013016,1,SKU19954,ZAV00518,1,241.65,159.75
ZA-00013017,1,SKU49877,ZAV00055,1,367.08,41.22
ZA-00013018,1,SKU74083,ZAV00146,1,438.99,85.04
ZA-00013018,2,SKU23555,ZAV00630,1,515.27,138.13
ZA-00013019,1,SKU22812,ZAV00026,1,210.67,100.35
ZA-00013020,1,SKU92776,ZAV00192,2,525.62,95.75
ZA-00013021,1,SKU61697,ZAV00524,1,213.0,51.78
ZA-00013021,2,SKU59724,ZAV00013,1,458.54,47.2
ZA-00013021,3,SKU55707,ZAV00492,2,1094.06,58.18
ZA-00013022,1,SKU14787,ZAV00354,2,1101.56,106.68
ZA-00013023,1,SKU76206,ZAV00149,1,1136.13,114.06
ZA-00013023,2,SKU74891,ZAV00680,2,777.11,93.94
ZA-00013024,1,SKU60887,ZAV00573,1,530.63,39.95
ZA-00013024,2,SKU12889,ZAV00554,1,698.07,162.62
ZA-00013025,1,SKU30079,ZAV00016,1,689.27,75.36
ZA-00013026,1,SKU58207,ZAV00651,1,163.95,61.08
ZA-00013027,1,SKU10686,ZAV00608,1,475.82,63.09
ZA-00013028,1,SKU69888,ZAV00200,1,991.2,171.05
ZA-00013029,1,SKU30452,ZAV00515,1,272.4,82.72
ZA-00013030,1,SKU75051,ZAV00615,1,393.65,50.96
ZA-00013030,2,SKU38354,ZAV00105,1,1480.04,118.63
ZA-00013031,1,SKU90916,ZAV00343,3,648.11,118.57
ZA-00013032,1,SKU66543,ZAV00621,2,346.32,99.54
ZA-00013033,1,SKU57880,ZAV00299,3,137.04,152.39
ZA-00013034,1,SKU45445,ZAV00240,1,220.81,78.87
ZA-00013034,2,SKU55822,ZAV00199,1,458.07,179.66
ZA-00013035,1,SKU67707,ZAV00064,1,232.46,35.53
ZA-00013035,2,SKU42289,ZAV00446,2,1035.74,61.64
ZA-00013036,1,SKU74687,ZAV00429,1,2272.63,56.37
ZA-00013037,1,SKU34151,ZAV00539,1,331.43,35.89
ZA-00013038,1,SKU75356,ZAV00784,1,630.33,45.14
ZA-00013039,1,SKU89097,ZAV00261,1,934.83,163.05
ZA-00013040,1,SKU39653,ZAV00614,1,886.84,87.42
ZA-00013041,1,SKU37151,ZAV00286,1,1234.08,43.33
ZA-00013042,1,SKU98042,ZAV00706,1,914.81,55.88
ZA-00013042,2,SKU94261,ZAV00765,1,146.69,176.44
ZA-00013043,1,SKU37109,ZAV00591,1,845.37,35.57
ZA-00013044,1,SKU92587,ZAV00499,1,351.39,126.83
ZA-00013044,2,SKU13019,ZAV00364,1,509.74,148.16
ZA-00013045,1,SKU51501,ZAV00596,1,4401.02,148.76
ZA-00013045,2,SKU13949,ZAV00019,3,1061.58,49.06
ZA-00013046,1,SKU59821,ZAV00375,1,1093.12,130.06
ZA-00013046,2,SKU26812,ZAV00595,1,82.55,158.03
ZA-00013047,1,SKU24672,ZAV00397,2,216.99,103.21
ZA-00013048,1,SKU91043,ZAV00232,1,705.52,141.66
ZA-00013049,1,SKU77966,ZAV00492,1,634.9,136.13
ZA-00013050,1,SKU58939,ZAV00451,1,274.9,89.23
ZA-00013051,1,SKU57158,ZAV00590,1,380.8,112.08
ZA-00013051,2,SKU74025,ZAV00578,1,334.69,56.66
ZA-00013052,1,SKU27695,ZAV00737,2,272.62,39.54
ZA-00013053,1,SKU96055,ZAV00180,1,236.43,49.85
ZA-00013054,1,SKU19810,ZAV00273,1,404.66,65.62
ZA-00013055,1,SKU52363,ZAV00287,1,111.08,46.96
ZA-00013056,1,SKU24645,ZAV00668,1,683.88,157.36
ZA-00013057,1,SKU42848,ZAV00440,2,490.9,37.96
ZA-00013058,1,SKU41951,ZAV00251,1,596.33,52.18
ZA-00013059,1,SKU52280,ZAV00071,1,91.81,143.8
ZA-00013060,1,SKU46937,ZAV00419,1,318.74,37.07
ZA-00013061,1,SKU43721,ZAV00584,1,702.27,117.85
ZA-00013062,1,SKU59953,ZAV00800,1,1028.78,36.28
ZA-00013063,1,SKU30995,ZAV00022,1,294.83,62.0
ZA-00013064,1,SKU58298,ZAV00690,1,264.74,124.61
ZA-00013064,2,SKU58776,ZAV00600,1,629.03,175.21
ZA-00013065,1,SKU80110,ZAV00605,1,554.43,68.74
ZA-00013066,1,SKU94354,ZAV00288,1,508.36,56.06
ZA-00013067,1,SKU93713,ZAV00338,2,268.43,151.06
ZA-00013068,1,SKU95661,ZAV00753,1,1406.63,116.43
ZA-00013068,2,SKU41859,ZAV00687,1,154.44,148.3
ZA-00013069,1,SKU37822,ZAV00322,1,983.93,154.36
ZA-00013070,1,SKU41217,ZAV00593,1,643.24,56.86
ZA-00013071,1,SKU87849,ZAV00021,1,179.7,158.56
ZA-00013072,1,SKU30507,ZAV00328,1,353.71,152.61
ZA-00013073,1,SKU25237,ZAV00708,1,1322.03,84.99
ZA-00013074,1,SKU69023,ZAV00214,1,642.0,56.97
ZA-00013075,1,SKU24847,ZAV00572,1,358.0,146.29
ZA-00013076,1,SKU29657,ZAV00006,2,463.27,136.55
ZA-00013076,2,SKU10421,ZAV00172,1,385.64,39.6
ZA-00013077,1,SKU54006,ZAV00430,3,1091.04,67.16
ZA-00013078,1,SKU47063,ZAV00112,1,679.38,140.58
ZA-00013079,1,SKU30119,ZAV00156,1,221.48,96.11
ZA-00013080,1,SKU52987,ZAV00292,1,153.18,114.92
ZA-00013080,2,SKU31218,ZAV00023,1,232.16,99.36
ZA-00013081,1,SKU26815,ZAV00661,1,388.59,130.45
ZA-00013082,1,SKU98696,ZAV00268,1,343.59,167.12
ZA-00013083,1,SKU74974,ZAV00582,2,378.31,132.05
ZA-00013083,2,SKU76484,ZAV00258,1,330.56,176.13
ZA-00013083,3,SKU85317,ZAV00105,3,95.31,104.8
ZA-00013084,1,SKU44194,ZAV00179,1,452.87,39.54
ZA-00013085,1,SKU73311,ZAV00553,1,174.21,161.49
ZA-00013085,2,SKU38016,ZAV00392,1,945.16,75.08
ZA-00013086,1,SKU96865,ZAV00560,1,1644.06,96.75
ZA-00013086,2,SKU42660,ZAV00741,1,589.32,109.83
ZA-00013087,1,SKU76361,ZAV00302,2,320.74,96.54
ZA-00013088,1,SKU35334,ZAV00619,1,434.41,113.84
ZA-00013088,2,SKU85380,ZAV00349,1,443.37,35.73
ZA-00013089,1,SKU38129,ZAV00322,1,389.5,153.62
ZA-00013090,1,SKU81736,ZAV00455,1,1291.68,124.63
ZA-00013090,2,SKU15330,ZAV00692,2,2001.41,80.94
ZA-00013091,1,SKU63475,ZAV00734,1,298.15,151.18
ZA-00013091,2,SKU22821,ZAV00052,1,216.08,43.73
ZA-00013092,1,SKU99289,ZAV00662,1,703.07,115.33
ZA-00013093,1,SKU97802,ZAV00394,1,766.83,82.04
ZA-00013093,2,SKU76566,ZAV00272,1,2025.24,141.3
ZA-00013093,3,SKU41937,ZAV00584,1,143.19,159.48
ZA-00013094,1,SKU32316,ZAV00399,1,857.28,140.17
ZA-00013095,1,SKU77023,ZAV00617,1,167.37,173.94
