ord_ref,line_no,sku,vendor_code,qty,unit_price_zar,delivery_fee_zar
ZA-00018839,1,SKU47073,ZAV00797,3,719.69,132.85
ZA-00018840,1,SKU82928,ZAV00504,1,794.88,36.88
ZA-00018840,2,SKU14756,ZAV00533,1,179.05,38.98
ZA-00018841,1,SKU65445,ZAV00495,2,256.72,37.53
ZA-00018842,1,SKU13454,ZAV00257,1,198.14,48.61
ZA-00018843,1,SKU58859,ZAV00082,1,355.02,91.65
ZA-00018843,2,SKU59956,ZAV00363,1,1108.45,55.49
ZA-00018844,1,SKU55012,ZAV00252,1,356.7,93.77
ZA-00018845,1,SKU29412,ZAV00174,1,1065.36,107.79
ZA-00018846,1,SKU93715,ZAV00800,1,126.92,49.6
ZA-00018847,1,SKU98878,ZAV00400,2,580.39,56.58
ZA-00018847,2,SKU71967,ZAV00070,1,189.83,163.06
ZA-00018848,1,SKU89135,ZAV00331,1,272.35,80.53
ZA-00018849,1,SKU70596,ZAV00621,1,144.79,49.18
ZA-00018850,1,SKU22352,ZAV00041,1,363.76,110.58
ZA-00018850,2,SKU59573,ZAV00266,1,1098.13,74.65
ZA-00018850,3,SKU50254,ZAV00437,1,752.52,84.88
ZA-00018851,1,SKU45632,ZAV00719,1,128.02,149.33
ZA-00018852,1,SKU17509,ZAV00118,1,665.77,179.54
ZA-00018853,1,SKU33655,ZAV00458,1,252.3,51.33
ZA-00018853,2,SKU65667,ZAV00121,1,407.35,111.62
ZA-00018854,1,SKU85899,ZAV00312,2,461.09,104.88
ZA-00018855,1,SKU50839,ZAV00331,1,154.73,35.97
ZA-00018856,1,SKU16347,ZAV00798,1,157.89,77.02
ZA-00018857,1,SKU66805,ZAV00798,2,496.02,143.17
ZA-00018857,2,SKU43028,ZAV00115,1,272.56,115.34
ZA-00018858,1,SKU50179,ZAV00653,1,260.06,134.79
ZA-00018859,1,SKU21157,ZAV00358,1,168.52,56.13
ZA-00018859,2,SKU76455,ZAV00137,1,421.76,37.27
ZA-00018860,1,SKU74155,ZAV00580,1,847.37,109.87
ZA-00018861,1,SKU18429,ZAV00544,1,172.39,172.88
