ord_ref,line_no,sku,vendor_code,qty,unit_price_zar,delivery_fee_zar
ZA-00011078,1,SKU14568,ZAV00644,1,58.02,98.07
ZA-00011079,1,SKU45981,ZAV00697,2,1066.72,73.11
ZA-00011080,1,SKU73746,ZAV00613,1,179.87,153.82
ZA-00011081,1,SKU99587,ZAV00755,1,775.16,88.67
ZA-00011082,1,SKU20963,ZAV00465,1,85.38,130.44
ZA-00011083,1,SKU71669,ZAV00673,2,1300.02,157.78
ZA-00011084,1,SKU65935,ZAV00303,1,671.7,100.11
ZA-00011085,1,SKU69993,ZAV00729,2,269.03,65.73
ZA-00011086,1,SKU10487,ZAV00202,1,2544.56,87.45
ZA-00011087,1,SKU99323,ZAV00451,1,877.55,131.27
ZA-00011087,2,SKU91968,ZAV00201,1,3690.28,86.31
ZA-00011088,1,SKU62936,ZAV00727,1,466.48,155.3
ZA-00011089,1,SKU55428,ZAV00060,1,716.72,50.67
ZA-00011090,1,SKU69925,ZAV00493,1,238.6,56.32
ZA-00011091,1,SKU62224,ZAV00704,1,339.73,115.27
ZA-00011092,1,SKU63585,ZAV00143,1,289.38,53.6
ZA-00011093,1,SKU88477,ZAV00797,1,1052.92,151.76
ZA-00011094,1,SKU71797,ZAV00458,1,100.35,177.6
ZA-00011095,1,SKU27471,ZAV00368,1,768.51,96.35
ZA-00011096,1,SKU20648,ZAV00496,1,672.09,57.23
ZA-00011097,1,SKU51258,ZAV00006,2,64.95,131.65
ZA-00011098,1,SKU82310,ZAV00222,2,354.91,125.91
ZA-00011099,1,SKU75709,ZAV00309,1,366.66,173.06
ZA-00011099,2,SKU96363,ZAV00173,1,315.44,56.84
ZA-00011100,1,SKU39299,ZAV00163,1,222.87,136.75
ZA-00011101,1,SKU10411,ZAV00560,1,219.34,53.31
ZA-00011102,1,SKU10290,ZAV00384,1,301.31,165.92
ZA-00011103,1,SKU70547,ZAV00104,1,44.76,154.6
ZA-00011104,1,SKU11558,ZAV00360,1,213.91,109.11
ZA-00011105,1,SKU31963,ZAV00122,1,384.11,117.88
ZA-00011105,2,SKU63857,ZAV00688,1,305.85,146.95
ZA-00011106,1,SKU11613,ZAV00158,2,239.14,175.0
ZA-00011107,1,SKU24927,ZAV00595,1,389.07,76.78
ZA-00011107,2,SKU21568,ZAV00200,1,499.13,52.2
ZA-00011108,1,SKU44374,ZAV00755,1,931.22,64.92
ZA-00011109,1,SKU74699,ZAV00490,1,240.86,162.31
ZA-00011109,2,SKU79897,ZAV00064,1,367.59,168.69
ZA-00011109,3,SKU12041,ZAV00551,1,292.43,106.51
ZA-00011110,1,SKU58392,ZAV00074,3,420.75,106.3
ZA-00011111,1,SKU85392,ZAV00241,1,281.54,72.19
ZA-00011111,2,SKU13023,ZAV00680,1,470.08,47.53
ZA-00011112,1,SKU72309,ZAV00115,1,1842.8,155.88
ZA-00011112,2,SKU49267,ZAV00689,1,991.1,54.9
ZA-00011113,1,SKU37123,ZAV00721,1,1180.66,121.46
ZA-00011114,1,SKU73843,ZAV00746,1,557.97,163.68
ZA-00011115,1,SKU93222,ZAV00703,1,311.12,133.4
ZA-00011116,1,SKU84541,ZAV00175,1,570.27,124.32
ZA-00011117,1,SKU33763,ZAV00369,1,196.65,146.42
ZA-00011118,1,SKU21088,ZAV00443,1,1566.18,174.73
ZA-00011118,2,SKU91751,ZAV00209,1,1322.35,38.59
ZA-00011119,1,SKU57495,ZAV00022,1,760.53,106.05
ZA-00011120,1,SKU26465,ZAV00600,1,168.54,94.96
ZA-00011121,1,SKU31115,ZAV00326,1,515.86,127.58
ZA-00011122,1,SKU79966,ZAV00720,1,520.61,38.55
ZA-00011123,1,SKU74456,ZAV00669,1,495.14,134.28
ZA-00011123,2,SKU57631,ZAV00769,1,239.59,75.6
ZA-00011124,1,SKU47250,ZAV00452,1,298.39,134.07
ZA-00011124,2,SKU37043,ZAV00123,1,274.68,120.87
ZA-00011125,1,SKU79473,ZAV00167,1,518.42,133.98
ZA-00011126,1,SKU86645,ZAV00246,1,989.04,119.2
ZA-00011127,1,SKU58810,ZAV00150,1,215.39,132.96
ZA-00011127,2,SKU83472,ZAV00699,1,1367.53,50.44
ZA-00011128,1,SKU36620,ZAV00208,1,446.73,37.57
ZA-00011129,1,SKU60484,ZAV00557,1,109.53,155.55
ZA-00011130,1,SKU41730,ZAV00643,1,712.84,62.42
ZA-00011130,2,SKU30789,ZAV00151,2,179.72,86.54
ZA-00011131,1,SKU79383,ZAV00170,1,399.16,171.79
ZA-00011132,1,SKU88434,ZAV00600,1,293.43,38.19
ZA-00011133,1,SKU70122,ZAV00052,1,194.25,155.1
ZA-00011134,1,SKU36776,ZAV00393,1,561.22,132.18
ZA-00011135,1,SKU91694,ZAV00755,1,116.84,127.79
ZA-00011136,1,SKU71110,ZAV00776,1,1128.97,122.79
ZA-00011137,1,SKU68184,ZAV00136,1,572.57,155.67
ZA-00011138,1,SKU34629,ZAV00764,1,680.75,76.0
ZA-00011139,1,SKU46338,ZAV00316,1,680.58,56.39
ZA-00011139,2,SKU47985,ZAV00682,1,190.1,97.44
ZA-00011140,1,SKU96404,ZAV00324,1,630.24,64.86
ZA-00011141,1,SKU97533,ZAV00800,1,501.06,170.01
ZA-00011141,2,SKU33271,ZAV00389,1,218.57,141.33
ZA-00011142,1,SKU90751,ZAV00471,1,447.68,130.74
ZA-00011143,1,SKU53718,ZAV00195,1,277.43,139.24
ZA-00011144,1,SKU65830,ZAV00160,1,540.43,84.59
ZA-00011145,1,SKU14468,ZAV00509,1,235.38,152.99
ZA-00011146,1,SKU75483,ZAV00572,3,235.72,154.8
ZA-00011146,2,SKU23948,ZAV00516,1,674.07,50.88
ZA-00011146,3,SKU73098,ZAV00757,3,416.61,105.28
ZA-00011147,1,SKU77235,ZAV00418,2,239.86,142.57
ZA-00011148,1,SKU71868,ZAV00584,1,173.1,53.42
ZA-00011149,1,SKU76339,ZAV00780,1,777.84,120.93
ZA-00011150,1,SKU69032,ZAV00385,1,2608.39,69.38
ZA-00011151,1,SKU64831,ZAV00393,1,270.16,66.69
ZA-00011151,2,SKU43911,ZAV00010,1,555.89,169.78
ZA-00011152,1,SKU88235,ZAV00613,1,133.0,74.25
ZA-00011153,1,SKU28122,ZAV00540,1,62.53,112.5
ZA-00011154,1,SKU52117,ZAV00245,2,808.92,110.8
ZA-00011154,2,SKU74269,ZAV00431,2,167.85,65.08
ZA-00011155,1,SKU27763,ZAV00700,3,3037.49,175.41
ZA-00011156,1,SKU84412,ZAV00453,1,145.77,110.79
ZA-00011157,1,SKU70572,ZAV00108,1,927.27,147.44
ZA-00011158,1,SKU40835,ZAV00333,1,314.11,37.36
ZA-00011159,1,SKU43483,ZAV00584,2,403.38,142.68
ZA-00011160,1,SKU62115,ZAV00799,1,324.18,96.79
ZA-00011161,1,SKU86248,ZAV00132,2,162.07,134.85
ZA-00011162,1,SKU19173,ZAV00323,1,1041.14,168.42
ZA-00011163,1,SKU49615,ZAV00291,1,416.19,170.33
ZA-00011164,1,SKU18297,ZAV00482,1,658.62,152.0
ZA-00011165,1,SKU65096,ZAV00678,1,192.74,163.82
ZA-00011166,1,SKU73479,ZAV00743,1,294.07,51.96
ZA-00011167,1,SKU91886,ZAV00465,1,136.95,68.84
ZA-00011167,2,SKU98314,ZAV00239,1,659.01,131.6
ZA-00011168,1,SKU35352,ZAV00388,1,348.69,44.4
ZA-00011169,1,SKU43221,ZAV00556,1,358.37,156.06
ZA-00011170,1,SKU59307,ZAV00564,1,1324.32,140.97
ZA-00011171,1,SKU74088,ZAV00177,1,779.16,166.47
ZA-00011172,1,SKU71587,ZAV00228,1,224.71,44.71
ZA-00011173,1,SKU66335,ZAV00529,1,1797.31,41.07
ZA-00011174,1,SKU79046,ZAV00372,1,395.87,65.47
ZA-00011175,1,SKU58165,ZAV00305,1,567.77,41.66
ZA-00011176,1,SKU38251,ZAV00314,1,106.58,131.66
ZA-00011177,1,SKU64276,ZAV00311,1,221.55,82.03
ZA-00011178,1,SKU92470,ZAV00589,1,1543.67,164.67
ZA-00011179,1,SKU93834,ZAV00375,1,135.72,159.84
ZA-00011180,1,SKU59942,ZAV00078,1,105.58,38.1
ZA-00011181,1,SKU55418,ZAV00231,1,224.23,40.54
ZA-00011181,2,SKU65271,ZAV00529,1,130.97,92.72
ZA-00011182,1,SKU71468,ZAV00518,1,373.19,139.72
