ord_ref,line_no,sku,vendor_code,qty,unit_price_zar,delivery_fee_zar
ZA-00006315,1,SKU28298,ZAV00738,1,1083.81,65.75
ZA-00006315,2,SKU30432,ZAV00676,1,644.01,119.22
ZA-00006316,1,SKU46239,ZAV00283,1,294.95,109.2
ZA-00006316,2,SKU94770,ZAV00160,1,1670.71,128.25
ZA-00006317,1,SKU58841,ZAV00660,1,414.97,137.13
ZA-00006318,1,SKU27363,ZAV00271,1,191.07,84.5
ZA-00006318,2,SKU73856,ZAV00132,1,1077.72,110.36
ZA-00006319,1,SKU26882,ZAV00605,1,330.77,125.5
ZA-00006320,1,SKU26364,ZAV00266,2,145.89,82.69
ZA-00006320,2,SKU25531,ZAV00627,1,1237.83,56.87
ZA-00006321,1,SKU91687,ZAV00579,1,815.3,74.98
ZA-00006322,1,SKU71062,ZAV00748,1,566.57,47.21
ZA-00006323,1,SKU36140,ZAV00037,1,378.17,171.61
ZA-00006324,1,SKU32417,ZAV00783,1,1010.24,72.5
ZA-00006324,2,SKU77641,ZAV00570,1,611.1,113.96
ZA-00006325,1,SKU30485,ZAV00643,2,420.51,81.55
ZA-00006325,2,SKU68185,ZAV00643,1,513.8,49.91
ZA-00006326,1,SKU67109,ZAV00650,1,1107.58,162.11
ZA-00006327,1,SKU27308,ZAV00664,1,454.42,94.81
ZA-00006328,1,SKU93034,ZAV00662,1,163.82,144.92
ZA-00006329,1,SKU37217,ZAV00376,2,326.05,159.95
ZA-00006330,1,SKU37908,ZAV00542,1,241.4,101.82
ZA-00006331,1,SKU38477,ZAV00362,1,231.28,91.37
ZA-00006331,2,SKU12350,ZAV00427,1,90.8,98.47
ZA-00006332,1,SKU80842,ZAV00320,1,978.8,163.05
ZA-00006333,1,SKU45564,ZAV00187,1,1579.1,124.85
ZA-00006334,1,SKU82502,ZAV00488,1,68.27,92.05
ZA-00006335,1,SKU40654,ZAV00098,1,658.98,103.41
ZA-00006336,1,SKU16721,ZAV00571,1,1401.65,80.26
ZA-00006337,1,SKU22906,ZAV00587,1,1048.9,107.42
ZA-00006338,1,SKU96323,ZAV00314,2,1160.89,82.98
ZA-00006339,1,SKU71609,ZAV00590,1,179.41,106.19
ZA-00006340,1,SKU25477,ZAV00489,1,88.98,148.24
ZA-00006341,1,SKU28356,ZAV00374,1,414.26,161.14
ZA-00006342,1,SKU73289,ZAV00700,1,347.93,89.57
ZA-00006343,1,SKU72068,ZAV00301,1,1853.39,113.27
ZA-00006344,1,SKU73172,ZAV00074,1,1601.79,150.3
ZA-00006345,1,SKU10550,ZAV00169,2,139.14,142.94
ZA-00006346,1,SKU54850,ZAV00498,1,235.38,57.07
ZA-00006346,2,SKU29187,ZAV00334,1,677.75,37.12
ZA-00006347,1,SKU26497,ZAV00505,1,787.56,55.82
ZA-00006348,1,SKU79179,ZAV00500,1,452.41,37.03
ZA-00006349,1,SKU78411,ZAV00083,2,619.86,93.21
ZA-00006350,1,SKU68528,ZAV00487,1,150.84,154.73
ZA-00006351,1,SKU38531,ZAV00536,2,378.12,39.93
ZA-00006352,1,SKU14864,ZAV00566,1,803.46,133.61
ZA-00006353,1,SKU27649,ZAV00320,1,224.88,174.0
ZA-00006354,1,SKU31120,ZAV00286,1,1272.15,140.38
ZA-00006354,2,SKU52555,ZAV00488,1,353.1,114.6
ZA-00006355,1,SKU39500,ZAV00004,1,1021.67,72.56
ZA-00006356,1,SKU69826,ZAV00766,1,487.55,35.67
ZA-00006357,1,SKU85447,ZAV00276,1,496.23,65.06
ZA-00006357,2,SKU44639,ZAV00483,1,255.04,70.48
ZA-00006358,1,SKU96224,ZAV00056,1,444.47,77.73
ZA-00006359,1,SKU86472,ZAV00522,1,431.14,123.68
ZA-00006360,1,SKU42913,ZAV00518,1,1019.6,85.95
ZA-00006360,2,SKU40898,ZAV00079,1,1153.13,132.93
ZA-00006360,3,SKU10758,ZAV00365,1,432.54,55.31
ZA-00006361,1,SKU18718,ZAV00637,1,374.23,82.25
ZA-00006362,1,SKU36001,ZAV00649,2,574.69,102.69
ZA-00006363,1,SKU66062,ZAV00485,1,248.3,110.64
ZA-00006364,1,SKU69225,ZAV00166,1,406.68,137.09
ZA-00006365,1,SKU35839,ZAV00173,1,3401.46,70.87
ZA-00006366,1,SKU64994,ZAV00259,1,374.39,91.81
ZA-00006367,1,SKU26178,ZAV00506,1,209.66,137.81
ZA-00006368,1,SKU19805,ZAV00112,3,2243.62,131.21
ZA-00006369,1,SKU80056,ZAV00371,2,305.07,117.91
ZA-00006370,1,SKU71582,ZAV00508,1,383.33,166.72
ZA-00006370,2,SKU84177,ZAV00652,1,475.64,175.44
ZA-00006370,3,SKU68508,ZAV00295,2,62.34,173.05
ZA-00006371,1,SKU41411,ZAV00778,1,179.09,60.52
ZA-00006372,1,SKU48944,ZAV00003,3,264.12,98.93
ZA-00006373,1,SKU31893,ZAV00702,2,861.44,138.08
ZA-00006373,2,SKU89779,ZAV00732,1,659.7,44.83
ZA-00006373,3,SKU65804,ZAV00275,1,635.0,52.73
ZA-00006374,1,SKU44586,ZAV00004,1,280.61,50.92
ZA-00006375,1,SKU36329,ZAV00796,1,468.48,141.78
ZA-00006376,1,SKU15591,ZAV00148,1,994.11,100.2
ZA-00006377,1,SKU54297,ZAV00436,3,104.59,174.67
ZA-00006377,2,SKU63585,ZAV00245,1,2381.39,43.66
ZA-00006378,1,SKU95458,ZAV00406,1,1510.68,77.95
ZA-00006379,1,SKU78960,ZAV00021,2,1030.5,130.1
ZA-00006380,1,SKU81897,ZAV00147,1,268.36,65.26
ZA-00006380,2,SKU69471,ZAV00305,2,174.37,83.28
ZA-00006381,1,SKU60209,ZAV00199,2,269.0,174.19
ZA-00006382,1,SKU45665,ZAV00320,1,936.17,58.97
ZA-00006382,2,SKU15750,ZAV00100,1,625.94,92.22
ZA-00006382,3,SKU48966,ZAV00598,1,2275.75,50.5
ZA-00006383,1,SKU63056,ZAV00357,1,175.76,48.81
ZA-00006383,2,SKU61965,ZAV00060,1,450.55,115.25
ZA-00006384,1,SKU70388,ZAV00085,1,663.21,108.49
ZA-00006384,2,SKU39549,ZAV00673,1,314.21,45.93
ZA-00006385,1,SKU49932,ZAV00777,3,2079.09,61.7
ZA-00006386,1,SKU31377,ZAV00442,1,300.85,67.78
ZA-00006387,1,SKU43287,ZAV00129,1,201.75,158.95
ZA-00006388,1,SKU10462,ZAV00250,1,702.57,74.88
ZA-00006389,1,SKU48492,ZAV00644,1,803.69,88.31
ZA-00006390,1,SKU57930,ZAV00710,2,563.36,175.33
ZA-00006391,1,SKU29870,ZAV00394,3,507.91,89.02
ZA-00006392,1,SKU64616,ZAV00093,1,372.29,93.81
ZA-00006393,1,SKU64213,ZAV00740,2,291.2,117.3
ZA-00006394,1,SKU36524,ZAV00207,1,665.7,135.26
ZA-00006395,1,SKU67183,ZAV00091,1,296.63,50.51
ZA-00006396,1,SKU73754,ZAV00621,1,372.59,144.72
ZA-00006397,1,SKU45815,ZAV00219,1,508.16,101.02
ZA-00006398,1,SKU86725,ZAV00594,3,412.88,155.51
ZA-00006399,1,SKU85955,ZAV00405,1,625.27,62.7
ZA-00006400,1,SKU31717,ZAV00233,1,316.37,85.16
ZA-00006401,1,SKU63637,ZAV00031,1,483.42,70.33
ZA-00006402,1,SKU66582,ZAV00060,1,729.16,68.39
ZA-00006403,1,SKU69956,ZAV00450,1,336.85,178.97
ZA-00006404,1,SKU79432,ZAV00247,1,3232.01,40.55
ZA-00006405,1,SKU52741,ZAV00500,1,596.79,71.51
ZA-00006406,1,SKU47288,ZAV00447,1,235.36,100.03
ZA-00006406,2,SKU18211,ZAV00538,1,1413.58,145.1
ZA-00006407,1,SKU53935,ZAV00398,1,221.19,51.64
ZA-00006408,1,SKU48729,ZAV00059,3,359.38,122.7
ZA-00006409,1,SKU69908,ZAV00215,1,164.66,136.22
ZA-00006410,1,SKU97883,ZAV00054,1,237.63,112.0
ZA-00006411,1,SKU10793,ZAV00551,1,427.07,86.95
ZA-00006412,1,SKU52154,ZAV00215,1,314.38,141.34
ZA-00006412,2,SKU77707,ZAV00540,2,1510.48,135.17
ZA-00006413,1,SKU31146,ZAV00416,1,432.71,49.43
ZA-00006414,1,SKU31667,ZAV00227,1,319.26,82.47
ZA-00006415,1,SKU26432,ZAV00615,1,178.54,70.09
ZA-00006416,1,SKU56306,ZAV00522,1,355.88,115.57
ZA-00006417,1,SKU77287,ZAV00441,1,702.57,99.99
