ord_ref,line_no,sku,vendor_code,qty,unit_price_zar,delivery_fee_zar
ZA-00004947,1,SKU44784,ZAV00292,1,492.82,126.22
ZA-00004948,1,SKU17308,ZAV00323,1,481.81,60.38
ZA-00004949,1,SKU56940,ZAV00682,1,174.75,86.98
ZA-00004950,1,SKU79842,ZAV00404,1,355.51,95.43
ZA-00004950,2,SKU63692,ZAV00143,1,338.36,46.77
ZA-00004951,1,SKU64488,ZAV00393,1,287.04,120.75
ZA-00004952,1,SKU86672,ZAV00402,1,84.06,67.82
ZA-00004953,1,SKU33048,ZAV00215,1,194.47,172.94
ZA-00004954,1,SKU12424,ZAV00021,1,136.58,177.42
ZA-00004955,1,SKU51782,ZAV00666,2,556.76,149.41
ZA-00004956,1,SKU82552,ZAV00545,1,1309.31,169.11
ZA-00004957,1,SKU19827,ZAV00102,1,585.11,103.03
ZA-00004958,1,SKU58789,ZAV00677,1,171.11,92.58
ZA-00004959,1,SKU25355,ZAV00438,1,440.0,175.21
ZA-00004960,1,SKU49553,ZAV00133,1,376.59,162.01
ZA-00004961,1,SKU98445,ZAV00352,1,462.51,123.75
ZA-00004962,1,SKU66500,ZAV00052,1,164.85,99.03
ZA-00004963,1,SKU83637,ZAV00289,1,503.38,121.68
ZA-00004964,1,SKU11695,ZAV00551,1,414.97,39.05
ZA-00004965,1,SKU43514,ZAV00445,2,126.73,107.91
ZA-00004965,2,SKU35199,ZAV00291,1,140.83,44.68
ZA-00004965,3,SKU63594,ZAV00390,1,157.55,105.9
ZA-00004966,1,SKU37524,ZAV00282,1,2714.87,59.79
ZA-00004967,1,SKU46510,ZAV00504,1,550.97,129.84
ZA-00004968,1,SKU48881,ZAV00067,2,350.79,39.04
ZA-00004969,1,SKU57115,ZAV00759,1,1364.35,122.81
ZA-00004970,1,SKU95704,ZAV00188,1,136.46,91.63
ZA-00004971,1,SKU32479,ZAV00348,1,485.83,42.58
ZA-00004972,1,SKU89870,ZAV00356,3,522.52,160.58
ZA-00004973,1,SKU36223,ZAV00350,2,541.59,129.34
ZA-00004974,1,SKU56158,ZAV00119,1,1710.91,159.74
ZA-00004975,1,SKU52428,ZAV00749,1,1551.29,160.83
ZA-00004976,1,SKU78256,ZAV00541,1,474.31,71.86
ZA-00004977,1,SKU17228,ZAV00081,1,238.59,70.92
ZA-00004978,1,SKU26102,ZAV00056,1,236.73,81.37
ZA-00004979,1,SKU16234,ZAV00581,1,1380.71,68.92
ZA-00004980,1,SKU80605,ZAV00447,1,211.5,147.28
ZA-00004980,2,SKU46838,ZAV00372,1,1345.51,68.75
ZA-00004981,1,SKU47820,ZAV00201,1,867.43,140.06
ZA-00004982,1,SKU13597,ZAV00451,1,1161.68,84.64
ZA-00004983,1,SKU33955,ZAV00091,1,254.8,129.1
ZA-00004984,1,SKU34400,ZAV00005,1,733.09,130.08
ZA-00004985,1,SKU87543,ZAV00721,1,296.88,148.81
ZA-00004985,2,SKU95019,ZAV00293,1,784.44,51.58
ZA-00004986,1,SKU15030,ZAV00256,1,270.32,93.24
ZA-00004987,1,SKU63393,ZAV00147,1,422.16,163.07
ZA-00004988,1,SKU94854,ZAV00162,2,290.85,105.63
ZA-00004988,2,SKU19480,ZAV00781,2,443.8,85.6
ZA-00004989,1,SKU23490,ZAV00425,1,792.55,81.25
ZA-00004990,1,SKU65053,ZAV00202,1,343.05,162.32
ZA-00004990,2,SKU15726,ZAV00129,1,2726.25,131.4
ZA-00004991,1,SKU58371,ZAV00541,1,930.32,104.45
ZA-00004992,1,SKU44047,ZAV00452,1,877.63,137.27
ZA-00004993,1,SKU92556,ZAV00432,1,526.3,106.94
ZA-00004994,1,SKU11744,ZAV00258,2,808.33,164.83
ZA-00004995,1,SKU96069,ZAV00239,1,117.69,114.94
ZA-00004996,1,SKU82974,ZAV00678,2,567.71,133.86
ZA-00004997,1,SKU83768,ZAV00485,1,177.61,113.7
ZA-00004997,2,SKU34009,ZAV00606,1,150.48,47.23
ZA-00004998,1,SKU10128,ZAV00444,1,1038.85,156.19
ZA-00004999,1,SKU67794,ZAV00280,1,1292.25,94.85
ZA-00005000,1,SKU97015,ZAV00728,1,1110.35,91.32
ZA-00005001,1,SKU99310,ZAV00417,1,465.15,130.26
ZA-00005001,2,SKU46737,ZAV00138,1,264.94,163.24
ZA-00005001,3,SKU82840,ZAV00209,2,70.63,97.51
ZA-00005002,1,SKU61182,ZAV00523,1,448.46,109.01
ZA-00005003,1,SKU76381,ZAV00032,1,910.33,137.23
ZA-00005004,1,SKU54271,ZAV00592,1,2877.17,108.91
ZA-00005005,1,SKU89504,ZAV00566,1,408.5,149.25
ZA-00005006,1,SKU36902,ZAV00461,1,565.8,150.07
ZA-00005007,1,SKU40416,ZAV00130,1,1277.94,151.53
ZA-00005008,1,SKU19324,ZAV00340,1,982.02,83.07
ZA-00005009,1,SKU77246,ZAV00210,1,788.99,120.0
ZA-00005009,2,SKU63200,ZAV00318,1,653.97,38.89
ZA-00005010,1,SKU43467,ZAV00017,1,191.45,177.92
ZA-00005011,1,SKU50428,ZAV00449,1,1400.75,126.62
ZA-00005012,1,SKU39422,ZAV00081,1,684.52,48.79
ZA-00005012,2,SKU88969,ZAV00697,1,604.11,61.71
ZA-00005012,3,SKU89524,ZAV00543,2,565.26,78.94
ZA-00005013,1,SKU68648,ZAV00701,1,303.19,144.59
ZA-00005014,1,SKU28936,ZAV00302,1,3896.61,79.58
ZA-00005015,1,SKU22634,ZAV00606,2,152.56,87.67
ZA-00005016,1,SKU99639,ZAV00356,1,257.85,127.86
ZA-00005016,2,SKU56326,ZAV00344,1,339.13,161.66
ZA-00005017,1,SKU66729,ZAV00789,1,1293.74,43.27
ZA-00005018,1,SKU29978,ZAV00059,1,419.55,62.43
ZA-00005019,1,SKU39473,ZAV00143,2,533.96,98.4
ZA-00005020,1,SKU41221,ZAV00505,2,2539.73,140.46
ZA-00005021,1,SKU47617,ZAV00240,1,529.71,97.81
ZA-00005021,2,SKU26280,ZAV00385,1,273.77,148.2
ZA-00005022,1,SKU90454,ZAV00495,1,663.12,167.04
ZA-00005023,1,SKU72890,ZAV00031,1,207.7,126.09
ZA-00005024,1,SKU59491,ZAV00038,1,1008.28,87.66
ZA-00005025,1,SKU81966,ZAV00230,1,446.48,66.64
ZA-00005026,1,SKU27556,ZAV00018,1,891.66,76.56
ZA-00005027,1,SKU82511,ZAV00377,1,204.89,172.55
ZA-00005028,1,SKU65692,ZAV00114,1,1689.0,102.77
ZA-00005029,1,SKU67385,ZAV00110,1,218.64,112.7
ZA-00005029,2,SKU46409,ZAV00398,1,186.2,52.36
ZA-00005030,1,SKU33931,ZAV00076,1,510.22,90.98
ZA-00005030,2,SKU47521,ZAV00545,1,274.25,134.9
ZA-00005031,1,SKU96426,ZAV00106,1,576.05,54.4
ZA-00005031,2,SKU95745,ZAV00099,1,216.87,135.32
ZA-00005032,1,SKU81241,ZAV00519,1,577.11,158.69
ZA-00005033,1,SKU36952,ZAV00228,1,848.8,124.89
ZA-00005033,2,SKU65359,ZAV00647,1,322.08,46.75
ZA-00005034,1,SKU49371,ZAV00566,1,933.02,123.35
ZA-00005035,1,SKU85847,ZAV00232,1,846.23,139.69
ZA-00005036,1,SKU48801,ZAV00536,1,609.96,179.74
ZA-00005036,2,SKU80930,ZAV00692,1,358.79,92.26
ZA-00005036,3,SKU11595,ZAV00161,1,747.36,53.04
ZA-00005037,1,SKU20520,ZAV00298,2,465.59,101.14
ZA-00005038,1,SKU99323,ZAV00644,2,274.55,125.34
ZA-00005039,1,SKU72692,ZAV00640,1,295.47,105.58
ZA-00005040,1,SKU76398,ZAV00028,1,316.46,76.86
ZA-00005041,1,SKU38920,ZAV00329,1,214.52,166.85
ZA-00005042,1,SKU85392,ZAV00320,1,1028.73,38.24
ZA-00005043,1,SKU13661,ZAV00006,1,925.4,162.16
ZA-00005043,2,SKU60794,ZAV00134,1,76.98,95.41
ZA-00005043,3,SKU11206,ZAV00701,1,327.49,93.02
ZA-00005044,1,SKU47158,ZAV00687,1,775.04,58.79
ZA-00005045,1,SKU57798,ZAV00580,1,811.0,134.19
ZA-00005046,1,SKU76635,ZAV00686,1,790.05,72.03
ZA-00005047,1,SKU86026,ZAV00786,1,119.12,101.47
ZA-00005048,1,SKU11105,ZAV00385,1,876.42,78.89
ZA-00005049,1,SKU72391,ZAV00246,1,670.38,38.44
ZA-00005050,1,SKU39300,ZAV00171,1,590.97,144.47
ZA-00005051,1,SKU91946,ZAV00669,1,1275.11,102.47
ZA-00005052,1,SKU83290,ZAV00168,2,2152.31,141.25
ZA-00005053,1,SKU79391,ZAV00439,1,832.7,116.5
ZA-00005054,1,SKU23499,ZAV00105,1,480.07,155.13
ZA-00005054,2,SKU96968,ZAV00557,1,1067.48,126.76
ZA-00005055,1,SKU60054,ZAV00310,1,328.36,70.06
ZA-00005056,1,SKU73964,ZAV00421,2,562.3,137.27
ZA-00005057,1,SKU49526,ZAV00409,1,969.22,135.67
ZA-00005057,2,SKU63448,ZAV00001,1,460.13,43.72
ZA-00005057,3,SKU73889,ZAV00042,1,244.05,148.68
ZA-00005058,1,SKU71881,ZAV00751,1,810.2,102.06
ZA-00005059,1,SKU59021,ZAV00339,1,1051.14,151.28
ZA-00005060,1,SKU94193,ZAV00231,1,489.35,85.62
ZA-00005061,1,SKU71216,ZAV00482,1,622.28,49.88
ZA-00005061,2,SKU86454,ZAV00326,1,1904.72,57.48
ZA-00005062,1,SKU29392,ZAV00787,1,311.76,159.82
ZA-00005063,1,SKU39126,ZAV00698,1,272.19,160.45
ZA-00005064,1,SKU41880,ZAV00661,1,217.77,179.16
ZA-00005064,2,SKU52831,ZAV00292,1,60.49,104.55
ZA-00005065,1,SKU45907,ZAV00755,1,355.11,105.38
ZA-00005065,2,SKU63480,ZAV00228,1,252.33,133.71
ZA-00005065,3,SKU11969,ZAV00374,1,281.52,118.49
ZA-00005066,1,SKU10555,ZAV00671,1,157.51,78.01
ZA-00005067,1,SKU16165,ZAV00542,1,1162.75,92.18
ZA-00005068,1,SKU52194,ZAV00148,1,522.35,35.51
ZA-00005069,1,SKU89693,ZAV00115,1,174.46,100.25
ZA-00005069,2,SKU39619,ZAV00340,1,149.16,71.23
ZA-00005070,1,SKU12506,ZAV00369,1,400.82,37.56
ZA-00005071,1,SKU41004,ZAV00522,1,483.78,47.83
ZA-00005072,1,SKU79961,ZAV00147,1,99.23,153.38
ZA-00005073,1,SKU21641,ZAV00480,1,330.42,52.78
ZA-00005074,1,SKU60169,ZAV00765,2,381.28,107.74
ZA-00005075,1,SKU16882,ZAV00678,1,707.82,159.05
ZA-00005076,1,SKU73254,ZAV00378,1,3168.07,166.01
ZA-00005077,1,SKU87332,ZAV00262,1,273.73,143.42
ZA-00005077,2,SKU53957,ZAV00287,1,919.06,53.7
ZA-00005078,1,SKU53947,ZAV00041,1,338.36,170.37
ZA-00005079,1,SKU50595,ZAV00005,1,1628.4,172.54
ZA-00005080,1,SKU31949,ZAV00516,1,698.96,42.22
ZA-00005081,1,SKU62101,ZAV00181,1,255.21,37.22
ZA-00005082,1,SKU71604,ZAV00150,1,1072.53,151.15
ZA-00005083,1,SKU69652,ZAV00717,1,397.5,87.17
ZA-00005084,1,SKU61069,ZAV00400,2,1769.02,49.75
ZA-00005084,2,SKU19684,ZAV00093,1,963.44,141.65
ZA-00005085,1,SKU72397,ZAV00281,1,173.26,165.83
ZA-00005086,1,SKU89700,ZAV00539,1,229.52,166.19
ZA-00005087,1,SKU18616,ZAV00404,1,517.83,35.22
ZA-00005088,1,SKU96078,ZAV00398,1,1785.77,104.88
ZA-00005089,1,SKU53315,ZAV00231,1,407.52,175.42
ZA-00005090,1,SKU25802,ZAV00081,1,276.13,113.65
ZA-00005091,1,SKU27100,ZAV00326,1,402.25,138.55
ZA-00005092,1,SKU93644,ZAV00611,1,809.02,112.74
ZA-00005092,2,SKU48584,ZAV00329,2,518.55,98.39
ZA-00005092,3,SKU14753,ZAV00254,1,1475.83,37.87
ZA-00005093,1,SKU57332,ZAV00420,1,502.54,156.96
ZA-00005094,1,SKU26489,ZAV00487,1,689.4,146.88
ZA-00005094,2,SKU79900,ZAV00223,1,811.82,87.78
ZA-00005095,1,SKU30193,ZAV00333,1,853.62,90.27
ZA-00005096,1,SKU89126,ZAV00408,1,736.72,103.66
ZA-00005097,1,SKU80933,ZAV00345,2,955.09,178.84
ZA-00005098,1,SKU99200,ZAV00510,2,545.93,124.68
ZA-00005099,1,SKU54269,ZAV00524,1,975.0,70.89
ZA-00005100,1,SKU28541,ZAV00686,1,358.72,90.15
ZA-00005101,1,SKU38023,ZAV00584,1,347.13,157.86
ZA-00005102,1,SKU11559,ZAV00734,2,370.17,42.15
ZA-00005103,1,SKU56781,ZAV00060,1,330.83,72.23
ZA-00005104,1,SKU72168,ZAV00118,2,1794.7,65.11
ZA-00005105,1,SKU83036,ZAV00089,1,2477.98,178.53
ZA-00005106,1,SKU56838,ZAV00538,1,365.06,56.11
ZA-00005107,1,SKU33983,ZAV00236,1,319.36,109.72
ZA-00005108,1,SKU77716,ZAV00389,1,123.75,171.0
ZA-00005108,2,SKU39265,ZAV00050,1,5015.12,42.93
ZA-00005109,1,SKU21087,ZAV00774,1,155.9,132.87
ZA-00005110,1,SKU51117,ZAV00513,1,1321.5,134.71
ZA-00005111,1,SKU38086,ZAV00058,1,113.38,51.33
ZA-00005112,1,SKU77620,ZAV00634,1,504.22,75.12
ZA-00005113,1,SKU93911,ZAV00551,1,238.16,47.96
ZA-00005114,1,SKU46825,ZAV00596,1,309.81,75.62
ZA-00005115,1,SKU57806,ZAV00205,1,793.24,58.74
ZA-00005115,2,SKU55520,ZAV00734,1,379.65,55.33
ZA-00005116,1,SKU24375,ZAV00477,2,707.54,43.87
ZA-00005116,2,SKU39756,ZAV00164,1,256.47,61.98
ZA-00005117,1,SKU16301,ZAV00024,1,706.8,66.31
ZA-00005118,1,SKU40193,ZAV00217,1,1040.7,139.06
ZA-00005119,1,SKU46419,ZAV00270,1,2533.78,58.81
ZA-00005120,1,SKU53901,ZAV00650,1,154.16,140.41
