ord_ref,line_no,sku,vendor_code,qty,unit_price_zar,delivery_fee_zar
ZA-00025564,1,SKU35056,ZAV00461,1,313.53,55.1
ZA-00025565,1,SKU90166,ZAV00351,1,349.64,179.9
ZA-00025566,1,SKU35260,ZAV00436,1,84.28,65.48
ZA-00025567,1,SKU42639,ZAV00416,1,297.56,161.45
ZA-00025568,1,SKU36832,ZAV00720,1,376.92,141.04
ZA-00025569,1,SKU33470,ZAV00122,1,251.77,80.45
ZA-00025570,1,SKU21864,ZAV00435,1,485.82,176.96
ZA-00025571,1,SKU77631,ZAV00467,1,2587.95,124.09
ZA-00025572,1,SKU11998,ZAV00572,1,513.35,51.04
ZA-00025573,1,SKU88275,ZAV00777,1,1930.31,168.2
ZA-00025574,1,SKU26127,ZAV00534,1,615.54,52.39
ZA-00025574,2,SKU82044,ZAV00377,1,455.29,123.04
ZA-00025575,1,SKU44525,ZAV00257,1,702.45,104.77
ZA-00025576,1,SKU23309,ZAV00239,1,336.51,156.3
ZA-00025577,1,SKU39744,ZAV00719,1,482.8,138.39
ZA-00025578,1,SKU75145,ZAV00609,1,249.17,143.17
ZA-00025579,1,SKU28329,ZAV00280,1,783.14,110.54
ZA-00025580,1,SKU17894,ZAV00498,1,1046.64,101.97
ZA-00025581,1,SKU77036,ZAV00767,1,346.44,168.56
ZA-00025582,1,SKU70902,ZAV00708,1,945.95,94.41
ZA-00025582,2,SKU55069,ZAV00786,1,178.34,68.73
ZA-00025583,1,SKU65484,ZAV00023,1,650.61,118.35
ZA-00025584,1,SKU89506,ZAV00203,2,495.17,49.2
ZA-00025585,1,SKU19294,ZAV00493,1,48.56,56.47
ZA-00025585,2,SKU44153,ZAV00728,1,263.18,51.69
ZA-00025586,1,SKU54462,ZAV00704,1,372.95,112.7
ZA-00025586,2,SKU96698,ZAV00057,1,1740.68,151.63
ZA-00025587,1,SKU91505,ZAV00169,1,123.61,36.91
ZA-00025588,1,SKU71828,ZAV00329,1,3644.57,158.13
ZA-00025589,1,SKU76071,ZAV00677,1,183.56,176.93
ZA-00025590,1,SKU55733,ZAV00188,1,2117.7,72.5
ZA-00025591,1,SKU37695,ZAV00731,1,1390.28,35.08
ZA-00025592,1,SKU52441,ZAV00239,2,773.17,149.28
ZA-00025593,1,SKU11249,ZAV00469,1,408.47,96.7
ZA-00025594,1,SKU21510,ZAV00496,1,1023.63,55.65
ZA-00025595,1,SKU18089,ZAV00364,1,335.04,56.92
