ord_ref,line_no,sku,vendor_code,qty,unit_price_zar,delivery_fee_zar
ZA-00030520,1,SKU48071,ZAV00289,1,812.3,151.68
ZA-00030521,1,SKU68731,ZAV00648,1,104.95,57.08
ZA-00030522,1,SKU46861,ZAV00139,2,408.09,154.05
ZA-00030522,2,SKU98246,ZAV00361,3,152.84,135.43
ZA-00030523,1,SKU43941,ZAV00629,1,199.5,143.47
ZA-00030523,2,SKU90945,ZAV00149,1,184.65,161.16
ZA-00030524,1,SKU73977,ZAV00188,1,254.19,97.17
ZA-00030525,1,SKU39681,ZAV00627,2,390.28,41.63
ZA-00030526,1,SKU84540,ZAV00514,1,425.14,140.12
ZA-00030526,2,SKU37405,ZAV00315,1,208.04,92.06
ZA-00030527,1,SKU76726,ZAV00376,2,1554.03,47.71
ZA-00030528,1,SKU12217,ZAV00104,1,583.11,128.99
ZA-00030529,1,SKU11257,ZAV00651,2,492.04,163.26
ZA-00030530,1,SKU50905,ZAV00208,1,249.72,51.03
ZA-00030531,1,SKU89904,ZAV00495,1,335.04,35.23
ZA-00030532,1,SKU78936,ZAV00054,1,116.54,165.57
ZA-00030532,2,SKU90846,ZAV00734,1,724.86,143.68
ZA-00030533,1,SKU41603,ZAV00745,1,76.04,141.88
ZA-00030534,1,SKU45806,ZAV00243,1,376.43,82.03
ZA-00030535,1,SKU43848,ZAV00425,1,1095.68,52.08
ZA-00030535,2,SKU38249,ZAV00697,1,1179.71,164.71
ZA-00030536,1,SKU37195,ZAV00659,1,44.35,135.1
ZA-00030537,1,SKU13514,ZAV00514,1,358.59,80.96
ZA-00030538,1,SKU56051,ZAV00574,2,446.37,152.67
ZA-00030539,1,SKU76749,ZAV00429,1,195.74,106.57
ZA-00030540,1,SKU25747,ZAV00196,1,450.65,150.51
ZA-00030541,1,SKU42526,ZAV00224,1,364.66,118.92
ZA-00030542,1,SKU33908,ZAV00295,1,354.75,93.79
ZA-00030542,2,SKU79192,ZAV00375,1,903.69,80.19
ZA-00030543,1,SKU41363,ZAV00001,1,152.05,133.39
ZA-00030544,1,SKU52971,ZAV00047,1,451.44,124.63
ZA-00030545,1,SKU25164,ZAV00403,1,172.22,79.01
ZA-00030545,2,SKU86603,ZAV00187,1,365.64,85.79
ZA-00030546,1,SKU86220,ZAV00694,1,1383.8,41.96
ZA-00030546,2,SKU76346,ZAV00650,1,78.08,71.55
ZA-00030547,1,SKU76461,ZAV00742,1,534.4,179.79
ZA-00030548,1,SKU15839,ZAV00682,1,684.89,58.22
ZA-00030549,1,SKU63548,ZAV00306,1,787.31,141.94
ZA-00030550,1,SKU60055,ZAV00134,1,534.71,97.34
ZA-00030551,1,SKU66453,ZAV00484,1,579.71,37.02
ZA-00030552,1,SKU88672,ZAV00290,1,282.1,73.68
ZA-00030553,1,SKU57366,ZAV00072,1,531.9,40.24
ZA-00030553,2,SKU71819,ZAV00095,1,462.78,149.53
ZA-00030553,3,SKU86249,ZAV00516,1,2118.48,76.51
ZA-00030554,1,SKU20714,ZAV00561,1,948.73,94.25
ZA-00030555,1,SKU80082,ZAV00489,1,1227.19,67.48
ZA-00030555,2,SKU34359,ZAV00048,2,228.8,175.0
ZA-00030556,1,SKU97777,ZAV00473,2,1429.25,93.88
ZA-00030557,1,SKU70499,ZAV00186,1,455.25,80.22
ZA-00030558,1,SKU56207,ZAV00482,1,237.9,176.9
ZA-00030559,1,SKU75909,ZAV00385,1,1772.8,59.55
ZA-00030560,1,SKU76850,ZAV00230,1,126.16,90.18
ZA-00030561,1,SKU75296,ZAV00274,2,265.6,149.22
ZA-00030561,2,SKU17312,ZAV00615,1,323.43,135.39
ZA-00030562,1,SKU39843,ZAV00153,1,318.64,61.05
ZA-00030563,1,SKU58681,ZAV00386,2,403.08,104.35
ZA-00030564,1,SKU91544,ZAV00463,1,806.29,94.0
ZA-00030565,1,SKU75513,ZAV00098,1,127.71,54.59
ZA-00030566,1,SKU73375,ZAV00306,1,655.26,40.47
ZA-00030567,1,SKU90242,ZAV00017,2,217.93,88.55
ZA-00030568,1,SKU56889,ZAV00287,1,905.77,82.25
ZA-00030568,2,SKU16119,ZAV00780,1,1440.98,88.94
ZA-00030568,3,SKU61698,ZAV00280,1,269.43,103.94
ZA-00030569,1,SKU62629,ZAV00570,1,445.37,131.54
ZA-00030570,1,SKU62525,ZAV00030,1,185.49,117.04
ZA-00030571,1,SKU58036,ZAV00324,1,672.69,163.04
ZA-00030572,1,SKU59710,ZAV00567,1,767.0,106.54
ZA-00030573,1,SKU90348,ZAV00800,1,540.18,123.77
ZA-00030574,1,SKU88116,ZAV00766,1,1094.85,42.05
ZA-00030575,1,SKU23106,ZAV00344,1,814.35,127.67
ZA-00030575,2,SKU94581,ZAV00504,1,395.88,159.04
ZA-00030576,1,SKU86335,ZAV00205,1,441.91,176.11
ZA-00030577,1,SKU71150,ZAV00343,1,146.94,86.03
ZA-00030578,1,SKU32151,ZAV00249,1,769.5,48.31
ZA-00030579,1,SKU38594,ZAV00379,1,129.27,178.47
ZA-00030580,1,SKU94828,ZAV00088,1,567.47,45.96
ZA-00030581,1,SKU64801,ZAV00074,3,333.55,79.81
ZA-00030582,1,SKU61457,ZAV00159,1,187.16,85.43
ZA-00030582,2,SKU26041,ZAV00654,1,490.36,115.04
ZA-00030583,1,SKU91175,ZAV00305,1,1129.37,136.26
ZA-00030584,1,SKU95250,ZAV00066,1,560.64,39.72
ZA-00030584,2,SKU36533,ZAV00451,1,3159.79,41.23
ZA-00030584,3,SKU69487,ZAV00538,2,132.03,112.1
ZA-00030585,1,SKU25584,ZAV00193,1,218.75,51.61
ZA-00030586,1,SKU11741,ZAV00780,1,353.56,62.36
ZA-00030587,1,SKU37212,ZAV00598,1,1616.26,118.88
ZA-00030587,2,SKU23546,ZAV00760,2,653.8,70.53
ZA-00030588,1,SKU88785,ZAV00599,2,559.67,106.41
ZA-00030589,1,SKU87947,ZAV00036,1,2473.63,36.9
ZA-00030590,1,SKU47589,ZAV00422,1,729.6,111.3
ZA-00030591,1,SKU42350,ZAV00096,1,197.73,178.22
ZA-00030592,1,SKU10548,ZAV00264,3,355.1,178.73
ZA-00030592,2,SKU86249,ZAV00538,1,231.65,154.01
ZA-00030593,1,SKU34880,ZAV00482,1,501.34,88.91
ZA-00030594,1,SKU29732,ZAV00720,1,1102.17,151.2
ZA-00030594,2,SKU83669,ZAV00394,2,2738.89,157.45
ZA-00030594,3,SKU20621,ZAV00658,1,425.49,124.86
ZA-00030595,1,SKU20789,ZAV00552,1,131.88,164.13
ZA-00030596,1,SKU54897,ZAV00027,1,241.35,149.5
ZA-00030597,1,SKU89839,ZAV00766,1,1767.43,48.51
ZA-00030598,1,SKU34681,ZAV00486,2,184.98,94.32
ZA-00030599,1,SKU65994,ZAV00263,1,1228.16,140.28
ZA-00030600,1,SKU15915,ZAV00664,2,49.02,51.23
ZA-00030600,2,SKU74196,ZAV00296,1,767.04,145.37
ZA-00030601,1,SKU68228,ZAV00391,2,822.9,164.16
ZA-00030602,1,SKU93871,ZAV00745,1,537.97,151.54
ZA-00030603,1,SKU47077,ZAV00796,1,284.11,145.8
ZA-00030603,2,SKU52777,ZAV00492,1,774.23,48.28
ZA-00030604,1,SKU27673,ZAV00070,1,537.82,141.99
ZA-00030605,1,SKU21094,ZAV00051,1,869.37,118.31
ZA-00030606,1,SKU56403,ZAV00765,1,414.28,153.1
ZA-00030607,1,SKU90392,ZAV00785,1,594.21,108.05
ZA-00030607,2,SKU57537,ZAV00475,1,425.41,123.76
ZA-00030608,1,SKU30543,ZAV00004,1,555.34,158.84
ZA-00030609,1,SKU83232,ZAV00269,1,345.22,168.59
ZA-00030610,1,SKU71049,ZAV00407,2,899.38,36.45
ZA-00030610,2,SKU27384,ZAV00579,1,157.82,155.06
ZA-00030610,3,SKU77813,ZAV00772,1,1060.87,140.89
ZA-00030611,1,SKU98184,ZAV00025,1,233.4,169.28
ZA-00030612,1,SKU64876,ZAV00007,1,400.93,62.3
ZA-00030612,2,SKU96877,ZAV00695,1,4249.14,68.01
ZA-00030612,3,SKU65664,ZAV00237,1,1738.66,145.89
ZA-00030613,1,SKU97500,ZAV00544,1,183.36,68.35
ZA-00030614,1,SKU56786,ZAV00272,1,633.46,150.16
ZA-00030615,1,SKU78666,ZAV00775,1,2034.62,97.39
ZA-00030616,1,SKU31582,ZAV00098,1,431.17,108.94
ZA-00030617,1,SKU56498,ZAV00073,1,613.96,92.13
ZA-00030618,1,SKU70072,ZAV00339,1,539.11,104.05
ZA-00030619,1,SKU28585,ZAV00740,1,1441.48,49.35
ZA-00030620,1,SKU99871,ZAV00349,1,546.32,147.01
ZA-00030620,2,SKU32607,ZAV00619,1,258.15,173.81
ZA-00030621,1,SKU35523,ZAV00346,2,813.22,159.09
ZA-00030622,1,SKU54162,ZAV00075,1,440.41,129.41
ZA-00030623,1,SKU83099,ZAV00554,2,415.35,123.89
ZA-00030623,2,SKU98033,ZAV00725,1,676.63,88.38
ZA-00030624,1,SKU69705,ZAV00198,1,192.76,66.56
ZA-00030625,1,SKU52480,ZAV00725,1,332.5,42.38
ZA-00030626,1,SKU40419,ZAV00449,2,239.29,84.59
ZA-00030627,1,SKU81191,ZAV00449,1,2281.62,152.98
ZA-00030628,1,SKU87630,ZAV00771,1,217.05,63.32
ZA-00030629,1,SKU82777,ZAV00549,1,255.16,94.74
ZA-00030630,1,SKU72556,ZAV00140,1,244.22,52.6
ZA-00030631,1,SKU33337,ZAV00147,1,338.3,35.63
ZA-00030632,1,SKU54218,ZAV00548,1,117.02,77.05
ZA-00030633,1,SKU53739,ZAV00340,1,700.68,96.82
ZA-00030634,1,SKU18784,ZAV00639,1,368.09,178.71
ZA-00030635,1,SKU34652,ZAV00058,1,516.43,171.96
ZA-00030635,2,SKU21038,ZAV00399,2,1098.49,145.09
ZA-00030636,1,SKU59113,ZAV00545,1,2702.91,77.73
ZA-00030637,1,SKU26757,ZAV00536,1,225.49,116.1
ZA-00030638,1,SKU36272,ZAV00392,1,470.01,153.03
ZA-00030639,1,SKU94464,ZAV00615,1,305.24,133.04
ZA-00030640,1,SKU59971,ZAV00713,2,838.07,119.0
ZA-00030641,1,SKU19576,ZAV00490,1,27.64,153.51
ZA-00030642,1,SKU21346,ZAV00355,1,594.69,167.12
ZA-00030643,1,SKU31443,ZAV00152,1,584.72,140.14
ZA-00030644,1,SKU45147,ZAV00633,1,821.05,154.91
ZA-00030645,1,SKU97678,ZAV00263,1,513.38,42.75
ZA-00030646,1,SKU34872,ZAV00426,1,339.96,71.35
ZA-00030647,1,SKU19228,ZAV00656,1,311.57,112.06
ZA-00030648,1,SKU21299,ZAV00214,1,344.14,161.5
ZA-00030649,1,SKU50944,ZAV00455,3,178.92,134.75
ZA-00030649,2,SKU89220,ZAV00499,1,431.5,161.26
ZA-00030650,1,SKU15051,ZAV00167,1,685.51,86.29
ZA-00030651,1,SKU33578,ZAV00365,1,1100.67,103.85
ZA-00030652,1,SKU64160,ZAV00623,1,1402.64,88.15
ZA-00030653,1,SKU52995,ZAV00707,1,593.68,83.78
ZA-00030654,1,SKU47916,ZAV00505,2,207.64,100.83
ZA-00030655,1,SKU94413,ZAV00163,1,471.24,120.32
ZA-00030656,1,SKU97930,ZAV00081,1,907.1,91.72
ZA-00030657,1,SKU69150,ZAV00202,1,134.96,97.1
ZA-00030658,1,SKU26674,ZAV00710,1,1045.13,49.89
ZA-00030659,1,SKU41488,ZAV00540,2,803.63,118.02
ZA-00030660,1,SKU13567,ZAV00787,1,295.15,104.82
ZA-00030660,2,SKU36142,ZAV00790,1,939.77,62.87
ZA-00030661,1,SKU77883,ZAV00075,1,1504.54,107.01
ZA-00030662,1,SKU62000,ZAV00739,1,260.09,120.71
ZA-00030663,1,SKU69399,ZAV00265,2,230.98,147.9
ZA-00030663,2,SKU36345,ZAV00236,1,149.8,106.86
ZA-00030664,1,SKU43536,ZAV00044,2,274.31,86.03
ZA-00030664,2,SKU31870,ZAV00681,1,2080.53,97.31
ZA-00030665,1,SKU38105,ZAV00381,1,419.89,80.24
ZA-00030666,1,SKU41947,ZAV00763,1,733.54,70.83
ZA-00030667,1,SKU51334,ZAV00134,1,723.72,120.43
ZA-00030668,1,SKU68544,ZAV00182,1,732.08,59.36
ZA-00030669,1,SKU31128,ZAV00780,1,195.13,65.16
ZA-00030669,2,SKU34799,ZAV00092,1,558.27,133.69
ZA-00030670,1,SKU41054,ZAV00422,1,865.71,139.62
ZA-00030671,1,SKU11434,ZAV00106,1,1143.73,58.35
ZA-00030672,1,SKU88940,ZAV00137,1,345.03,116.24
ZA-00030673,1,SKU71357,ZAV00462,1,1035.06,111.31
ZA-00030673,2,SKU75774,ZAV00778,1,286.59,81.82
ZA-00030674,1,SKU92036,ZAV00684,1,196.18,55.04
ZA-00030675,1,SKU37217,ZAV00498,1,1832.3,154.37
ZA-00030675,2,SKU27401,ZAV00033,1,870.07,164.98
ZA-00030676,1,SKU66661,ZAV00403,1,1030.5,170.61
ZA-00030677,1,SKU97727,ZAV00153,1,436.3,119.74
ZA-00030678,1,SKU92306,ZAV00179,1,864.91,105.49
ZA-00030679,1,SKU83954,ZAV00379,1,321.26,45.04
ZA-00030680,1,SKU47691,ZAV00267,1,285.18,68.74
ZA-00030681,1,SKU39261,ZAV00585,1,245.26,111.44
ZA-00030681,2,SKU75005,ZAV00057,1,184.52,95.83
ZA-00030682,1,SKU89600,ZAV00720,1,265.92,40.39
ZA-00030682,2,SKU96577,ZAV00154,1,85.53,173.37
ZA-00030683,1,SKU55028,ZAV00777,1,915.75,131.23
ZA-00030684,1,SKU71611,ZAV00434,1,864.08,62.53
ZA-00030685,1,SKU29217,ZAV00156,1,1095.87,68.75
ZA-00030686,1,SKU65161,ZAV00670,1,427.66,98.34
ZA-00030687,1,SKU48750,ZAV00211,1,863.01,83.16
ZA-00030688,1,SKU53559,ZAV00211,1,823.52,118.1
ZA-00030689,1,SKU12393,ZAV00512,2,363.06,46.03
ZA-00030690,1,SKU26138,ZAV00695,1,491.64,137.51
ZA-00030691,1,SKU98443,ZAV00218,1,1081.57,140.0
ZA-00030692,1,SKU17066,ZAV00683,1,814.93,53.17
ZA-00030692,2,SKU28843,ZAV00187,1,863.31,57.37
ZA-00030693,1,SKU18114,ZAV00553,1,463.46,151.65
ZA-00030693,2,SKU38197,ZAV00797,1,580.26,163.63
ZA-00030694,1,SKU89935,ZAV00492,1,188.59,104.63
ZA-00030695,1,SKU74316,ZAV00279,1,943.69,112.02
ZA-00030696,1,SKU27505,ZAV00325,1,605.62,135.47
ZA-00030697,1,SKU68031,ZAV00012,1,1339.4,90.72
ZA-00030698,1,SKU97950,ZAV00795,1,1405.98,118.77
ZA-00030699,1,SKU89496,ZAV00737,1,244.15,60.87
ZA-00030700,1,SKU16177,ZAV00087,1,139.2,84.73
ZA-00030701,1,SKU93486,ZAV00406,2,558.73,43.06
ZA-00030702,1,SKU91757,ZAV00492,1,1040.01,110.1
ZA-00030703,1,SKU17738,ZAV00691,1,440.39,89.45
ZA-00030703,2,SKU32358,ZAV00441,1,2048.42,65.8
ZA-00030704,1,SKU75679,ZAV00753,2,590.81,128.36
ZA-00030705,1,SKU93987,ZAV00040,1,330.58,177.72
ZA-00030706,1,SKU85751,ZAV00649,1,597.76,87.6
ZA-00030707,1,SKU63062,ZAV00182,1,327.0,117.89
ZA-00030708,1,SKU22096,ZAV00225,1,496.4,148.77
ZA-00030709,1,SKU82046,ZAV00495,1,232.36,82.08
ZA-00030710,1,SKU79235,ZAV00109,1,82.33,103.13
ZA-00030710,2,SKU41599,ZAV00715,1,486.95,45.42
ZA-00030711,1,SKU12301,ZAV00648,1,1414.34,94.53
ZA-00030711,2,SKU25750,ZAV00765,1,2999.58,39.56
ZA-00030712,1,SKU78238,ZAV00338,2,242.39,148.46
ZA-00030713,1,SKU94847,ZAV00358,1,361.72,149.25
ZA-00030714,1,SKU90705,ZAV00346,1,163.49,178.9
ZA-00030715,1,SKU29967,ZAV00313,1,237.49,131.58
ZA-00030716,1,SKU20399,ZAV00374,1,1414.64,158.07
ZA-00030717,1,SKU21194,ZAV00265,1,350.15,119.23
ZA-00030718,1,SKU56609,ZAV00653,1,245.87,78.51
ZA-00030719,1,SKU51061,ZAV00289,2,447.84,129.95
ZA-00030720,1,SKU11464,ZAV00388,1,253.96,167.99
ZA-00030721,1,SKU69618,ZAV00347,1,455.74,176.65
ZA-00030722,1,SKU36269,ZAV00170,1,440.33,168.83
ZA-00030723,1,SKU66182,ZAV00457,1,228.85,74.82
ZA-00030724,1,SKU40797,ZAV00601,1,428.42,95.71
ZA-00030725,1,SKU15239,ZAV00604,1,490.7,173.04
ZA-00030726,1,SKU39520,ZAV00569,1,477.51,125.34
ZA-00030727,1,SKU80337,ZAV00340,1,153.85,127.73
ZA-00030727,2,SKU19970,ZAV00479,1,1309.57,127.04
ZA-00030728,1,SKU96985,ZAV00385,1,167.42,145.57
ZA-00030729,1,SKU11555,ZAV00032,1,35.84,149.02
ZA-00030730,1,SKU22470,ZAV00345,1,2339.93,113.04
ZA-00030731,1,SKU11319,ZAV00209,1,1446.51,145.64
ZA-00030732,1,SKU57292,ZAV00591,1,918.12,174.08
ZA-00030733,1,SKU69918,ZAV00598,1,306.5,137.75
ZA-00030733,2,SKU69138,ZAV00211,1,695.02,55.72
ZA-00030734,1,SKU48655,ZAV00388,1,257.28,134.9
ZA-00030735,1,SKU28957,ZAV00422,1,469.09,130.68
ZA-00030736,1,SKU25101,ZAV00645,1,234.2,132.42
ZA-00030736,2,SKU54020,ZAV00523,1,745.9,115.35
ZA-00030737,1,SKU18895,ZAV00142,1,590.3,159.76
ZA-00030738,1,SKU71881,ZAV00332,1,242.0,116.77
