ord_ref,line_no,sku,vendor_code,qty,unit_price_zar,delivery_fee_zar
ZA-00020991,1,SKU99390,ZAV00589,1,82.98,116.51
ZA-00020991,2,SKU99954,ZAV00614,1,300.33,157.71
ZA-00020992,1,SKU14722,ZAV00769,1,86.16,49.66
ZA-00020993,1,SKU10495,ZAV00595,1,893.14,112.32
ZA-00020994,1,SKU38840,ZAV00236,1,836.68,100.22
ZA-00020995,1,SKU30483,ZAV00416,1,1099.76,90.24
ZA-00020995,2,SKU17325,ZAV00531,1,191.9,115.42
ZA-00020996,1,SKU98245,ZAV00297,2,147.52,67.67
ZA-00020997,1,SKU65400,ZAV00103,1,214.99,174.94
ZA-00020997,2,SKU59548,ZAV00289,2,236.44,108.91
ZA-00020997,3,SKU97725,ZAV00023,1,145.5,69.35
ZA-00020998,1,SKU20643,ZAV00138,1,793.95,129.37
ZA-00020999,1,SKU60674,ZAV00736,1,272.41,47.4
ZA-00021000,1,SKU74270,ZAV00017,1,352.12,108.89
ZA-00021001,1,SKU68976,ZAV00183,1,1315.83,136.3
ZA-00021001,2,SKU49370,ZAV00538,1,160.03,97.36
ZA-00021001,3,SKU65982,ZAV00072,1,198.6,73.46
ZA-00021002,1,SKU14124,ZAV00130,3,454.12,122.7
ZA-00021003,1,SKU14461,ZAV00598,1,655.61,148.53
ZA-00021004,1,SKU43300,ZAV00577,1,619.48,51.38
ZA-00021004,2,SKU18660,ZAV00139,1,269.39,120.58
ZA-00021005,1,SKU29240,ZAV00136,1,592.32,94.36
ZA-00021005,2,SKU82174,ZAV00399,1,1060.23,113.41
ZA-00021006,1,SKU20666,ZAV00256,1,248.9,155.05
ZA-00021007,1,SKU87373,ZAV00699,1,506.18,72.0
ZA-00021008,1,SKU66020,ZAV00490,1,109.35,58.38
ZA-00021009,1,SKU14764,ZAV00405,1,100.28,178.36
ZA-00021010,1,SKU83800,ZAV00537,1,282.65,40.59
ZA-00021011,1,SKU38071,ZAV00041,1,625.45,61.29
ZA-00021012,1,SKU78685,ZAV00223,1,144.51,130.79
ZA-00021013,1,SKU43944,ZAV00200,1,759.69,72.54
ZA-00021014,1,SKU84589,ZAV00723,2,509.4,62.36
ZA-00021015,1,SKU25624,ZAV00735,1,641.62,77.87
ZA-00021016,1,SKU18177,ZAV00380,1,310.89,179.83
ZA-00021017,1,SKU60749,ZAV00602,1,155.44,142.14
ZA-00021017,2,SKU73382,ZAV00554,3,815.95,142.02
ZA-00021017,3,SKU37545,ZAV00165,1,296.8,86.14
ZA-00021018,1,SKU61635,ZAV00526,1,464.8,44.05
ZA-00021019,1,SKU67885,ZAV00287,1,59.66,123.35
ZA-00021020,1,SKU52825,ZAV00348,1,188.03,154.13
ZA-00021021,1,SKU64964,ZAV00160,1,353.6,43.94
ZA-00021022,1,SKU45809,ZAV00035,1,241.8,56.73
ZA-00021023,1,SKU90586,ZAV00138,1,1202.59,74.98
ZA-00021024,1,SKU83597,ZAV00384,1,1320.63,137.31
ZA-00021025,1,SKU21845,ZAV00262,1,845.89,128.49
ZA-00021026,1,SKU25152,ZAV00722,1,544.32,133.03
ZA-00021027,1,SKU19516,ZAV00222,2,760.34,136.36
ZA-00021028,1,SKU92154,ZAV00042,2,223.76,104.7
ZA-00021029,1,SKU22945,ZAV00302,1,467.62,176.04
ZA-00021029,2,SKU72294,ZAV00245,2,147.76,40.07
ZA-00021029,3,SKU52757,ZAV00625,1,276.13,130.65
ZA-00021030,1,SKU31756,ZAV00078,1,477.98,48.47
ZA-00021030,2,SKU63893,ZAV00768,1,554.06,37.9
ZA-00021031,1,SKU21444,ZAV00494,1,422.01,98.87
ZA-00021031,2,SKU51612,ZAV00451,2,481.69,130.36
ZA-00021032,1,SKU50714,ZAV00677,1,250.98,118.13
ZA-00021033,1,SKU46700,ZAV00091,2,107.06,120.52
ZA-00021034,1,SKU33358,ZAV00334,1,237.89,80.38
ZA-00021035,1,SKU23050,ZAV00635,1,200.36,62.77
ZA-00021036,1,SKU26420,ZAV00656,1,2234.92,61.47
ZA-00021037,1,SKU75232,ZAV00214,1,2211.58,51.2
ZA-00021038,1,SKU67849,ZAV00329,1,230.84,151.0
ZA-00021038,2,SKU91285,ZAV00113,3,1028.62,121.21
ZA-00021039,1,SKU92662,ZAV00020,1,1353.83,37.8
ZA-00021040,1,SKU87591,ZAV00075,1,124.77,74.04
ZA-00021041,1,SKU17043,ZAV00487,2,1901.23,48.75
