ord_ref,line_no,sku,vendor_code,qty,unit_price_zar,delivery_fee_zar
ZA-00032793,1,SKU65471,ZAV00610,2,1129.4,176.59
ZA-00032794,1,SKU56210,ZAV00624,1,818.03,110.69
ZA-00032795,1,SKU77694,ZAV00287,1,131.27,149.86
ZA-00032795,2,SKU51844,ZAV00627,1,1061.61,73.04
ZA-00032796,1,SKU40859,ZAV00311,1,211.9,92.0
ZA-00032797,1,SKU29582,ZAV00286,1,407.09,54.86
ZA-00032798,1,SKU16280,ZAV00476,1,455.46,96.92
ZA-00032799,1,SKU64741,ZAV00218,1,404.96,100.65
ZA-00032800,1,SKU29739,ZAV00567,1,348.95,97.06
ZA-00032801,1,SKU80765,ZAV00380,1,1163.03,55.44
ZA-00032802,1,SKU66356,ZAV00264,1,164.67,173.11
ZA-00032802,2,SKU31664,ZAV00561,1,902.33,36.24
ZA-00032803,1,SKU89217,ZAV00790,1,194.08,57.51
ZA-00032804,1,SKU85826,ZAV00479,1,630.98,177.05
ZA-00032804,2,SKU90106,ZAV00029,1,310.97,127.17
ZA-00032805,1,SKU42238,ZAV00328,1,1341.08,61.71
ZA-00032805,2,SKU32509,ZAV00310,1,380.26,154.49
ZA-00032805,3,SKU74854,ZAV00243,1,2960.18,35.39
ZA-00032806,1,SKU83323,ZAV00246,1,221.59,135.51
ZA-00032806,2,SKU20358,ZAV00511,1,350.99,67.47
ZA-00032806,3,SKU87567,ZAV00390,3,234.93,147.13
ZA-00032807,1,SKU61618,ZAV00731,1,102.55,125.75
ZA-00032808,1,SKU79099,ZAV00669,1,708.32,172.51
ZA-00032808,2,SKU14033,ZAV00009,1,300.27,161.97
ZA-00032809,1,SKU18548,ZAV00103,1,3073.88,130.86
ZA-00032810,1,SKU18618,ZAV00173,2,149.82,113.24
ZA-00032811,1,SKU96685,ZAV00269,1,2287.51,123.15
ZA-00032811,2,SKU69821,ZAV00110,1,248.57,41.9
ZA-00032812,1,SKU33377,ZAV00377,1,1353.52,172.66
