ord_ref,line_no,sku,vendor_code,qty,unit_price_zar,delivery_fee_zar
ZA-00023293,1,SKU38335,ZAV00780,1,191.76,147.26
ZA-00023294,1,SKU43099,ZAV00796,2,359.89,173.89
ZA-00023295,1,SKU60251,ZAV00254,2,172.98,149.41
ZA-00023296,1,SKU48332,ZAV00063,1,3027.86,156.71
ZA-00023296,2,SKU58223,ZAV00674,2,1012.66,104.89
ZA-00023296,3,SKU23188,ZAV00579,1,679.21,82.1
ZA-00023297,1,SKU71949,ZAV00700,1,1392.66,138.59
ZA-00023297,2,SKU31607,ZAV00744,1,147.02,163.98
ZA-00023297,3,SKU27204,ZAV00308,1,358.13,149.1
ZA-00023298,1,SKU74270,ZAV00363,1,434.23,74.44
ZA-00023299,1,SKU12364,ZAV00532,1,182.93,156.88
ZA-00023300,1,SKU11069,ZAV00494,1,173.34,65.11
ZA-00023301,1,SKU31196,ZAV00047,1,357.0,124.41
ZA-00023302,1,SKU19535,ZAV00373,1,1121.56,101.26
ZA-00023303,1,SKU56091,ZAV00023,1,2173.25,173.4
ZA-00023304,1,SKU84469,ZAV00296,1,355.7,87.08
ZA-00023305,1,SKU67458,ZAV00162,1,629.51,63.4
ZA-00023306,1,SKU73159,ZAV00637,1,319.65,65.28
ZA-00023307,1,SKU20829,ZAV00009,1,948.66,168.07
ZA-00023307,2,SKU39041,ZAV00339,1,474.31,49.59
ZA-00023307,3,SKU46030,ZAV00120,1,178.2,82.02
ZA-00023308,1,SKU34275,ZAV00430,1,332.92,42.81
ZA-00023309,1,SKU81590,ZAV00453,1,562.03,67.01
ZA-00023310,1,SKU56177,ZAV00585,1,246.22,61.76
ZA-00023311,1,SKU89052,ZAV00548,1,603.97,88.51
ZA-00023312,1,SKU17437,ZAV00150,1,1440.5,152.29
ZA-00023313,1,SKU50390,ZAV00773,1,80.86,109.12
ZA-00023314,1,SKU29082,ZAV00156,2,1271.42,41.14
ZA-00023315,1,SKU95216,ZAV00192,1,136.11,104.3
ZA-00023316,1,SKU86402,ZAV00467,1,624.9,179.32
ZA-00023317,1,SKU73464,ZAV00693,1,1228.67,99.73
ZA-00023318,1,SKU58016,ZAV00019,1,410.1,93.33
ZA-00023319,1,SKU74329,ZAV00449,1,443.19,177.38
