ord_ref,line_no,sku,vendor_code,qty,unit_price_zar,delivery_fee_zar
ZA-00003755,1,SKU10505,ZAV00068,2,589.64,77.18
ZA-00003755,2,SKU90063,ZAV00336,1,704.93,152.88
ZA-00003756,1,SKU83322,ZAV00527,1,2060.9,64.42
ZA-00003757,1,SKU93288,ZAV00655,1,171.61,166.19
ZA-00003758,1,SKU13876,ZAV00104,1,110.6,42.64
ZA-00003759,1,SKU87252,ZAV00301,1,226.48,52.59
ZA-00003759,2,SKU51644,ZAV00466,1,252.29,92.83
ZA-00003759,3,SKU69996,ZAV00010,1,590.36,152.49
ZA-00003760,1,SKU55866,ZAV00335,1,111.74,54.02
ZA-00003761,1,SKU62007,ZAV00299,2,81.91,83.23
ZA-00003762,1,SKU51227,ZAV00009,2,261.42,40.85
ZA-00003763,1,SKU67096,ZAV00318,1,222.36,175.77
ZA-00003763,2,SKU30946,ZAV00656,1,381.12,51.67
ZA-00003764,1,SKU88937,ZAV00047,1,359.26,67.89
ZA-00003765,1,SKU38999,ZAV00609,1,330.28,164.85
ZA-00003765,2,SKU86315,ZAV00323,1,539.29,50.26
ZA-00003766,1,SKU25563,ZAV00299,2,1212.32,162.43
ZA-00003767,1,SKU79750,ZAV00060,1,66.1,88.33
ZA-00003768,1,SKU66434,ZAV00049,1,279.74,150.32
ZA-00003769,1,SKU79023,ZAV00538,1,353.66,173.13
ZA-00003769,2,SKU27899,ZAV00064,2,584.16,108.95
ZA-00003770,1,SKU38970,ZAV00054,1,1913.48,51.72
ZA-00003770,2,SKU33091,ZAV00573,2,1260.25,44.36
ZA-00003771,1,SKU35998,ZAV00026,1,2166.32,179.32
ZA-00003771,2,SKU21602,ZAV00105,1,269.27,141.35
ZA-00003771,3,SKU83009,ZAV00539,1,223.03,87.88
ZA-00003772,1,SKU13384,ZAV00223,1,656.68,45.71
ZA-00003773,1,SKU10760,ZAV00009,1,763.8,69.78
ZA-00003774,1,SKU29740,ZAV00584,1,1147.86,127.18
ZA-00003775,1,SKU98604,ZAV00325,1,668.93,67.7
ZA-00003776,1,SKU73184,ZAV00768,1,364.98,116.05
ZA-00003777,1,SKU67724,ZAV00036,1,976.34,133.38
ZA-00003778,1,SKU47130,ZAV00494,3,828.27,173.72
ZA-00003779,1,SKU56970,ZAV00361,1,227.77,66.17
ZA-00003780,1,SKU64731,ZAV00523,1,519.98,143.68
ZA-00003781,1,SKU10771,ZAV00527,1,397.04,104.93
ZA-00003782,1,SKU76379,ZAV00014,2,228.8,173.48
ZA-00003783,1,SKU97359,ZAV00414,1,240.81,161.08
ZA-00003784,1,SKU20628,ZAV00718,1,615.62,66.02
ZA-00003785,1,SKU51916,ZAV00110,2,279.48,126.73
ZA-00003785,2,SKU95233,ZAV00291,1,347.0,130.81
ZA-00003786,1,SKU16889,ZAV00541,1,71.98,49.79
ZA-00003787,1,SKU42293,ZAV00200,1,382.43,62.95
ZA-00003788,1,SKU49858,ZAV00548,3,1534.87,67.31
ZA-00003789,1,SKU51233,ZAV00097,1,718.22,77.28
ZA-00003790,1,SKU99410,ZAV00056,1,1326.94,174.52
ZA-00003791,1,SKU92809,ZAV00498,2,230.67,119.85
ZA-00003791,2,SKU20243,ZAV00660,1,64.26,105.25
ZA-00003792,1,SKU12319,ZAV00119,1,53.73,55.23
ZA-00003792,2,SKU40252,ZAV00495,2,968.3,138.54
ZA-00003793,1,SKU12487,ZAV00390,1,1815.85,108.25
ZA-00003793,2,SKU92885,ZAV00612,1,107.16,99.42
ZA-00003794,1,SKU22160,ZAV00281,1,162.34,112.2
ZA-00003794,2,SKU26553,ZAV00049,1,496.77,159.72
ZA-00003795,1,SKU18173,ZAV00178,1,141.98,91.39
ZA-00003795,2,SKU90152,ZAV00152,2,235.96,110.57
ZA-00003796,1,SKU74242,ZAV00083,2,727.04,168.0
ZA-00003797,1,SKU83442,ZAV00286,1,777.0,148.58
ZA-00003798,1,SKU30455,ZAV00336,1,309.4,56.24
ZA-00003799,1,SKU36805,ZAV00045,1,266.62,91.09
ZA-00003800,1,SKU41319,ZAV00234,2,321.17,92.82
ZA-00003801,1,SKU72565,ZAV00304,1,154.6,105.28
ZA-00003802,1,SKU61026,ZAV00790,1,1213.4,101.82
ZA-00003802,2,SKU61001,ZAV00518,1,2100.97,75.89
ZA-00003803,1,SKU74807,ZAV00168,1,1323.64,137.89
ZA-00003804,1,SKU85585,ZAV00620,1,314.63,176.22
ZA-00003805,1,SKU26928,ZAV00447,1,2328.04,81.73
ZA-00003806,1,SKU79404,ZAV00426,2,494.71,63.59
ZA-00003806,2,SKU82031,ZAV00596,1,200.0,159.36
ZA-00003807,1,SKU24059,ZAV00219,1,1133.43,83.49
ZA-00003808,1,SKU48506,ZAV00745,2,552.44,112.15
ZA-00003809,1,SKU21610,ZAV00101,1,318.27,151.36
ZA-00003810,1,SKU45696,ZAV00550,1,568.01,127.81
ZA-00003810,2,SKU96363,ZAV00176,1,382.55,104.83
ZA-00003811,1,SKU91952,ZAV00791,1,171.47,37.6
ZA-00003812,1,SKU90020,ZAV00456,1,275.55,161.91
ZA-00003813,1,SKU19009,ZAV00673,1,109.81,83.54
ZA-00003814,1,SKU80145,ZAV00113,1,228.69,61.21
ZA-00003815,1,SKU82214,ZAV00330,1,810.17,154.36
ZA-00003816,1,SKU21862,ZAV00060,2,378.58,71.33
ZA-00003816,2,SKU14894,ZAV00055,2,477.3,35.04
ZA-00003817,1,SKU82638,ZAV00643,1,162.78,50.17
ZA-00003818,1,SKU99636,ZAV00637,2,867.22,69.98
ZA-00003819,1,SKU33504,ZAV00399,1,65.29,37.47
ZA-00003820,1,SKU80793,ZAV00305,1,296.6,142.61
ZA-00003821,1,SKU76121,ZAV00069,2,2766.64,115.1
ZA-00003822,1,SKU90885,ZAV00131,2,293.73,124.5
ZA-00003823,1,SKU57813,ZAV00406,2,1735.16,60.85
ZA-00003823,2,SKU71056,ZAV00419,1,868.03,59.6
ZA-00003824,1,SKU77122,ZAV00396,2,588.7,137.37
ZA-00003825,1,SKU16067,ZAV00057,1,99.97,176.66
ZA-00003826,1,SKU82092,ZAV00444,1,438.47,109.41
ZA-00003827,1,SKU23412,ZAV00402,1,270.15,110.68
ZA-00003828,1,SKU31640,ZAV00552,1,857.79,44.28
ZA-00003829,1,SKU61289,ZAV00289,1,623.38,46.19
ZA-00003830,1,SKU57348,ZAV00283,1,148.85,114.77
ZA-00003831,1,SKU35299,ZAV00006,1,120.86,108.93
ZA-00003832,1,SKU69096,ZAV00115,1,1122.64,125.57
ZA-00003833,1,SKU12884,ZAV00229,1,386.14,48.15
ZA-00003834,1,SKU70093,ZAV00061,1,591.3,159.13
ZA-00003835,1,SKU22581,ZAV00465,1,461.0,104.97
ZA-00003836,1,SKU93802,ZAV00395,1,443.88,75.22
ZA-00003837,1,SKU49046,ZAV00297,1,589.28,107.91
ZA-00003838,1,SKU21562,ZAV00795,1,562.74,148.35
ZA-00003838,2,SKU38382,ZAV00694,1,428.41,163.95
ZA-00003839,1,SKU24231,ZAV00699,1,223.5,157.46
ZA-00003840,1,SKU31287,ZAV00420,1,978.2,155.67
ZA-00003841,1,SKU48501,ZAV00382,1,364.56,104.71
ZA-00003842,1,SKU82964,ZAV00535,2,163.7,43.63
ZA-00003843,1,SKU71473,ZAV00359,1,420.53,51.66
ZA-00003844,1,SKU80191,ZAV00573,1,92.78,43.02
ZA-00003845,1,SKU67184,ZAV00737,1,142.99,96.34
ZA-00003846,1,SKU21778,ZAV00718,1,185.69,79.32
ZA-00003847,1,SKU90835,ZAV00008,1,1300.33,55.9
ZA-00003848,1,SKU10803,ZAV00199,1,277.12,154.4
ZA-00003849,1,SKU44311,ZAV00191,1,499.23,155.77
ZA-00003850,1,SKU58644,ZAV00304,1,468.0,133.83
ZA-00003851,1,SKU31188,ZAV00182,2,417.56,172.8
ZA-00003852,1,SKU28173,ZAV00274,1,143.2,100.29
ZA-00003853,1,SKU11691,ZAV00740,1,1428.85,84.18
ZA-00003854,1,SKU37861,ZAV00404,1,184.1,143.73
ZA-00003855,1,SKU46953,ZAV00048,1,213.62,109.08
ZA-00003856,1,SKU65870,ZAV00111,1,234.69,72.07
ZA-00003856,2,SKU60586,ZAV00005,2,562.86,53.53
ZA-00003857,1,SKU64600,ZAV00774,2,686.55,118.68
ZA-00003857,2,SKU98966,ZAV00747,1,104.9,131.37
ZA-00003858,1,SKU93893,ZAV00217,2,488.26,65.29
ZA-00003859,1,SKU49186,ZAV00052,1,1135.6,177.09
ZA-00003860,1,SKU40735,ZAV00536,1,2068.41,54.57
ZA-00003861,1,SKU72413,ZAV00459,1,1225.64,91.83
ZA-00003862,1,SKU48888,ZAV00349,2,216.81,39.25
ZA-00003862,2,SKU44281,ZAV00321,1,348.68,79.43
ZA-00003863,1,SKU21112,ZAV00140,1,1483.3,135.19
ZA-00003863,2,SKU16181,ZAV00701,1,215.58,170.86
ZA-00003864,1,SKU58784,ZAV00398,1,2931.91,134.8
ZA-00003865,1,SKU91985,ZAV00302,1,274.55,153.77
ZA-00003866,1,SKU83425,ZAV00221,1,145.71,56.42
ZA-00003867,1,SKU67082,ZAV00792,1,1167.14,50.15
ZA-00003868,1,SKU80021,ZAV00632,1,246.7,77.56
ZA-00003869,1,SKU15462,ZAV00697,1,102.19,69.46
ZA-00003869,2,SKU15892,ZAV00341,1,196.04,152.51
ZA-00003870,1,SKU67810,ZAV00174,1,61.62,57.0
ZA-00003871,1,SKU25003,ZAV00358,1,395.11,69.7
ZA-00003872,1,SKU98447,ZAV00787,1,879.77,36.91
ZA-00003873,1,SKU21433,ZAV00041,1,512.1,91.94
ZA-00003873,2,SKU39972,ZAV00780,1,285.96,52.29
ZA-00003874,1,SKU36249,ZAV00599,1,1446.58,69.11
ZA-00003874,2,SKU94890,ZAV00313,1,541.12,173.07
ZA-00003875,1,SKU94904,ZAV00304,2,272.2,97.95
ZA-00003876,1,SKU27689,ZAV00385,1,252.61,110.86
ZA-00003877,1,SKU64918,ZAV00167,1,676.27,173.1
ZA-00003878,1,SKU69689,ZAV00066,1,558.19,116.19
ZA-00003879,1,SKU67171,ZAV00025,1,884.13,95.68
ZA-00003879,2,SKU15995,ZAV00129,1,668.21,60.73
ZA-00003880,1,SKU42992,ZAV00790,1,543.45,83.86
ZA-00003880,2,SKU81206,ZAV00370,1,171.39,124.74
ZA-00003881,1,SKU83246,ZAV00302,1,387.69,145.36
ZA-00003882,1,SKU66502,ZAV00326,1,300.93,97.34
ZA-00003882,2,SKU11807,ZAV00367,1,748.61,117.78
