ord_ref,line_no,sku,vendor_code,qty,unit_price_zar,delivery_fee_zar
ZA-00007764,1,SKU47461,ZAV00367,2,144.19,64.73
ZA-00007764,2,SKU13823,ZAV00727,1,506.51,60.48
ZA-00007765,1,SKU10325,ZAV00156,2,311.28,97.42
ZA-00007765,2,SKU97976,ZAV00560,1,442.77,113.9
ZA-00007766,1,SKU44509,ZAV00120,1,189.62,150.86
ZA-00007766,2,SKU35035,ZAV00220,1,107.55,156.67
ZA-00007767,1,SKU88596,ZAV00457,1,504.81,96.77
ZA-00007768,1,SKU21756,ZAV00764,1,379.16,160.37
ZA-00007769,1,SKU15001,ZAV00783,1,289.44,113.98
ZA-00007770,1,SKU96442,ZAV00275,1,1202.69,139.99
ZA-00007770,2,SKU86504,ZAV00590,1,404.26,73.9
ZA-00007771,1,SKU82859,ZAV00465,1,593.08,175.23
ZA-00007772,1,SKU88563,ZAV00645,1,1767.17,121.58
ZA-00007773,1,SKU96375,ZAV00314,1,919.06,114.68
ZA-00007774,1,SKU51427,ZAV00126,1,85.01,119.98
ZA-00007774,2,SKU64937,ZAV00065,1,598.46,159.24
ZA-00007775,1,SKU39916,ZAV00194,1,364.77,41.65
ZA-00007776,1,SKU26525,ZAV00671,1,258.36,163.89
ZA-00007777,1,SKU49013,ZAV00737,1,166.18,149.57
ZA-00007778,1,SKU99684,ZAV00001,1,116.8,124.01
ZA-00007778,2,SKU23113,ZAV00037,1,4766.53,174.01
ZA-00007779,1,SKU97846,ZAV00719,1,167.48,117.93
ZA-00007780,1,SKU55051,ZAV00546,1,273.84,50.4
ZA-00007781,1,SKU52118,ZAV00232,1,338.02,107.67
ZA-00007782,1,SKU36611,ZAV00072,1,897.01,124.06
ZA-00007783,1,SKU58661,ZAV00585,1,816.71,71.08
ZA-00007784,1,SKU70415,ZAV00042,1,941.62,160.73
ZA-00007785,1,SKU39041,ZAV00224,1,2165.5,121.83
ZA-00007786,1,SKU95178,ZAV00684,1,699.56,148.55
ZA-00007787,1,SKU44163,ZAV00311,1,504.79,172.55
ZA-00007787,2,SKU28632,ZAV00236,1,490.01,89.76
ZA-00007788,1,SKU70906,ZAV00628,1,390.63,83.49
ZA-00007788,2,SKU56195,ZAV00737,2,905.65,94.51
ZA-00007789,1,SKU49584,ZAV00144,2,392.3,118.4
ZA-00007790,1,SKU59341,ZAV00653,1,850.31,97.42
ZA-00007790,2,SKU77803,ZAV00797,1,51.5,151.24
ZA-00007790,3,SKU43533,ZAV00106,1,823.31,41.02
ZA-00007791,1,SKU82131,ZAV00288,1,931.93,88.89
ZA-00007791,2,SKU17506,ZAV00352,1,511.36,72.18
ZA-00007792,1,SKU53695,ZAV00038,1,904.16,169.6
ZA-00007793,1,SKU96664,ZAV00260,1,216.87,173.27
ZA-00007793,2,SKU11862,ZAV00406,1,160.64,38.92
