ord_ref,line_no,sku,vendor_code,qty,unit_price_zar,delivery_fee_zar
ZA-00028012,1,SKU81289,ZAV00692,3,1773.36,115.46
ZA-00028013,1,SKU78938,ZAV00515,1,363.24,48.5
ZA-00028013,2,SKU98840,ZAV00080,1,588.43,80.64
ZA-00028013,3,SKU86861,ZAV00460,3,114.01,126.11
ZA-00028014,1,SKU29310,ZAV00300,2,833.72,148.81
ZA-00028015,1,SKU76285,ZAV00349,2,176.25,50.89
ZA-00028015,2,SKU12156,ZAV00391,1,359.95,127.43
ZA-00028016,1,SKU90251,ZAV00669,1,437.95,149.16
ZA-00028017,1,SKU95081,ZAV00575,2,1563.93,134.23
ZA-00028018,1,SKU12968,ZAV00256,1,1244.02,50.1
ZA-00028019,1,SKU68161,ZAV00644,1,214.56,87.82
ZA-00028020,1,SKU62606,ZAV00294,1,315.53,87.24
ZA-00028021,1,SKU33395,ZAV00671,1,1827.18,117.78
ZA-00028022,1,SKU60558,ZAV00079,1,676.91,106.84
ZA-00028022,2,SKU53182,ZAV00558,1,332.97,90.69
ZA-00028022,3,SKU10948,ZAV00258,1,113.55,115.06
ZA-00028023,1,SKU94574,ZAV00106,2,510.02,57.02
ZA-00028024,1,SKU18851,ZAV00357,1,448.59,50.76
ZA-00028025,1,SKU92818,ZAV00270,1,2356.93,98.41
ZA-00028026,1,SKU55700,ZAV00234,1,1182.69,86.32
ZA-00028026,2,SKU17886,ZAV00683,1,109.13,160.24
ZA-00028027,1,SKU22583,ZAV00177,1,481.29,155.42
ZA-00028027,2,SKU54304,ZAV00312,1,111.1,130.2
ZA-00028028,1,SKU19935,ZAV00624,1,191.6,177.96
ZA-00028029,1,SKU66500,ZAV00130,2,795.61,91.09
ZA-00028029,2,SKU90944,ZAV00626,2,1241.52,51.95
ZA-00028030,1,SKU25382,ZAV00694,1,344.13,134.21
ZA-00028030,2,SKU96800,ZAV00150,1,856.77,178.62
ZA-00028031,1,SKU66149,ZAV00343,1,1050.91,37.51
ZA-00028032,1,SKU81368,ZAV00428,1,278.42,68.6
ZA-00028033,1,SKU82024,ZAV00421,1,144.97,124.15
ZA-00028034,1,SKU61136,ZAV00512,1,1116.42,140.93
ZA-00028034,2,SKU98805,ZAV00503,1,258.59,94.58
ZA-00028035,1,SKU38129,ZAV00435,1,313.82,83.31
ZA-00028036,1,SKU16479,ZAV00268,1,1862.49,101.29
ZA-00028037,1,SKU64370,ZAV00366,2,136.72,106.73
ZA-00028038,1,SKU82021,ZAV00462,1,408.32,166.15
ZA-00028039,1,SKU89297,ZAV00367,1,452.74,49.85
ZA-00028040,1,SKU78391,ZAV00540,1,1950.11,36.56
ZA-00028040,2,SKU29187,ZAV00260,1,109.05,162.14
ZA-00028041,1,SKU40792,ZAV00210,1,119.59,172.01
ZA-00028042,1,SKU48269,ZAV00507,1,428.27,134.78
ZA-00028043,1,SKU52466,ZAV00519,1,173.09,90.57
ZA-00028044,1,SKU12899,ZAV00719,1,182.49,61.59
ZA-00028044,2,SKU10146,ZAV00554,1,434.14,162.39
ZA-00028045,1,SKU51474,ZAV00276,1,660.73,83.3
ZA-00028045,2,SKU77250,ZAV00779,2,2074.63,105.5
ZA-00028046,1,SKU98223,ZAV00044,1,2134.02,162.7
ZA-00028046,2,SKU85420,ZAV00627,1,278.15,141.65
ZA-00028047,1,SKU24821,ZAV00630,1,959.11,124.09
ZA-00028048,1,SKU75431,ZAV00021,1,313.86,95.18
ZA-00028048,2,SKU58522,ZAV00683,1,1200.49,111.39
ZA-00028049,1,SKU10406,ZAV00313,1,932.12,178.9
ZA-00028049,2,SKU65582,ZAV00555,1,442.12,121.73
ZA-00028049,3,SKU93855,ZAV00211,1,103.18,87.74
ZA-00028050,1,SKU68636,ZAV00570,1,260.8,128.54
ZA-00028051,1,SKU66744,ZAV00009,1,111.9,173.24
ZA-00028052,1,SKU34363,ZAV00664,1,480.37,135.59
ZA-00028053,1,SKU22136,ZAV00144,2,390.99,141.67
ZA-00028054,1,SKU31539,ZAV00194,1,576.98,164.08
ZA-00028055,1,SKU30635,ZAV00119,1,1079.63,167.29
ZA-00028056,1,SKU85159,ZAV00633,1,141.66,120.91
ZA-00028057,1,SKU44644,ZAV00528,2,284.34,160.59
ZA-00028058,1,SKU16217,ZAV00127,1,1661.6,50.11
ZA-00028059,1,SKU44789,ZAV00540,1,290.38,120.74
ZA-00028060,1,SKU94757,ZAV00574,1,475.9,88.26
ZA-00028061,1,SKU60707,ZAV00111,1,564.46,48.86
ZA-00028062,1,SKU10816,ZAV00438,1,1170.16,49.4
ZA-00028063,1,SKU54834,ZAV00579,1,525.76,94.36
ZA-00028064,1,SKU88787,ZAV00459,1,165.07,59.77
ZA-00028065,1,SKU27732,ZAV00190,1,2317.34,153.58
ZA-00028066,1,SKU94565,ZAV00128,1,628.38,46.34
ZA-00028067,1,SKU73038,ZAV00225,2,1073.23,174.05
ZA-00028068,1,SKU32464,ZAV00291,1,768.0,100.94
ZA-00028069,1,SKU27989,ZAV00431,2,437.64,87.43
ZA-00028070,1,SKU45253,ZAV00164,1,1166.04,80.61
ZA-00028071,1,SKU92946,ZAV00089,1,164.88,43.85
ZA-00028071,2,SKU66346,ZAV00635,1,180.66,176.23
ZA-00028072,1,SKU69246,ZAV00557,1,85.09,155.55
ZA-00028073,1,SKU16669,ZAV00206,1,952.07,81.23
ZA-00028073,2,SKU41611,ZAV00319,1,672.9,144.5
ZA-00028073,3,SKU37868,ZAV00117,1,316.41,38.96
ZA-00028074,1,SKU43864,ZAV00253,1,442.4,170.93
ZA-00028075,1,SKU71355,ZAV00577,1,40.28,101.98
ZA-00028076,1,SKU45015,ZAV00264,1,346.52,86.6
ZA-00028076,2,SKU71874,ZAV00147,1,258.45,105.53
ZA-00028077,1,SKU99185,ZAV00417,1,256.79,66.77
ZA-00028077,2,SKU62305,ZAV00253,1,228.74,91.7
ZA-00028078,1,SKU71685,ZAV00606,1,529.25,74.92
ZA-00028079,1,SKU51377,ZAV00344,2,284.43,40.35
ZA-00028080,1,SKU18789,ZAV00338,1,1827.44,107.37
ZA-00028081,1,SKU97171,ZAV00593,1,267.94,95.91
ZA-00028082,1,SKU72898,ZAV00531,1,1962.81,61.39
ZA-00028082,2,SKU93014,ZAV00107,2,604.27,40.54
ZA-00028083,1,SKU61068,ZAV00252,1,201.65,73.06
ZA-00028084,1,SKU53779,ZAV00108,1,1906.06,129.63
ZA-00028085,1,SKU14363,ZAV00103,3,851.48,173.8
ZA-00028086,1,SKU47856,ZAV00466,1,912.7,153.27
ZA-00028087,1,SKU39337,ZAV00223,1,205.38,142.61
ZA-00028088,1,SKU73117,ZAV00204,1,411.02,168.12
ZA-00028089,1,SKU69103,ZAV00136,1,1133.57,93.01
ZA-00028089,2,SKU69618,ZAV00218,1,850.01,103.43
ZA-00028090,1,SKU27962,ZAV00277,1,841.49,177.22
ZA-00028091,1,SKU76779,ZAV00476,1,906.95,91.83
ZA-00028092,1,SKU20445,ZAV00159,1,205.72,98.59
ZA-00028093,1,SKU47655,ZAV00536,1,404.97,175.46
ZA-00028094,1,SKU37324,ZAV00741,1,640.7,97.32
ZA-00028095,1,SKU93463,ZAV00195,1,185.94,83.74
ZA-00028096,1,SKU69173,ZAV00009,1,189.47,49.05
ZA-00028097,1,SKU97778,ZAV00480,1,422.74,48.91
ZA-00028097,2,SKU68945,ZAV00781,1,546.17,51.49
ZA-00028097,3,SKU28104,ZAV00423,1,503.32,129.01
ZA-00028098,1,SKU14842,ZAV00473,1,548.57,36.67
ZA-00028099,1,SKU68225,ZAV00799,1,311.68,152.11
ZA-00028100,1,SKU61490,ZAV00615,1,176.06,172.5
ZA-00028101,1,SKU67082,ZAV00362,1,387.72,48.09
ZA-00028102,1,SKU48751,ZAV00089,1,278.25,115.25
ZA-00028103,1,SKU69724,ZAV00210,1,452.88,75.74
ZA-00028103,2,SKU87056,ZAV00513,1,559.46,121.27
ZA-00028104,1,SKU67842,ZAV00657,1,372.98,178.94
ZA-00028105,1,SKU34911,ZAV00540,1,395.39,177.68
ZA-00028106,1,SKU33645,ZAV00750,2,207.84,100.81
ZA-00028107,1,SKU86555,ZAV00141,1,356.91,145.79
ZA-00028108,1,SKU14822,ZAV00354,2,763.93,128.73
ZA-00028109,1,SKU83389,ZAV00653,1,1043.52,159.67
ZA-00028110,1,SKU28834,ZAV00655,1,395.21,142.04
ZA-00028111,1,SKU42812,ZAV00648,1,334.09,140.74
ZA-00028112,1,SKU71140,ZAV00045,1,1257.2,132.88
ZA-00028113,1,SKU93487,ZAV00005,1,56.21,74.29
ZA-00028113,2,SKU45172,ZAV00231,2,162.11,163.36
ZA-00028114,1,SKU36293,ZAV00239,2,250.83,59.81
ZA-00028115,1,SKU64743,ZAV00395,1,196.13,116.81
ZA-00028116,1,SKU63024,ZAV00754,1,481.24,81.7
ZA-00028117,1,SKU10636,ZAV00181,2,2529.93,45.33
ZA-00028118,1,SKU50350,ZAV00508,1,507.11,42.53
ZA-00028119,1,SKU89454,ZAV00234,1,409.04,128.02
ZA-00028120,1,SKU10099,ZAV00535,1,375.12,151.4
ZA-00028121,1,SKU89179,ZAV00627,2,135.33,174.24
ZA-00028122,1,SKU47689,ZAV00322,2,738.11,112.72
ZA-00028123,1,SKU47757,ZAV00443,1,208.78,53.31
ZA-00028124,1,SKU43522,ZAV00773,1,162.98,128.34
ZA-00028125,1,SKU98169,ZAV00130,1,302.0,56.93
ZA-00028126,1,SKU21150,ZAV00036,2,188.89,42.54
ZA-00028127,1,SKU16543,ZAV00707,1,407.48,95.78
ZA-00028128,1,SKU25890,ZAV00771,1,121.53,108.36
ZA-00028129,1,SKU25429,ZAV00223,1,265.0,132.09
ZA-00028129,2,SKU64281,ZAV00056,1,450.67,174.46
ZA-00028130,1,SKU93322,ZAV00001,2,362.6,152.83
ZA-00028131,1,SKU35812,ZAV00020,1,696.31,41.81
ZA-00028132,1,SKU19677,ZAV00587,1,214.8,108.52
ZA-00028133,1,SKU64909,ZAV00210,1,656.36,169.07
ZA-00028134,1,SKU34055,ZAV00370,1,338.08,51.88
ZA-00028135,1,SKU30025,ZAV00270,1,408.48,101.38
ZA-00028136,1,SKU84962,ZAV00011,1,1264.17,141.75
ZA-00028136,2,SKU14684,ZAV00417,1,201.43,158.56
ZA-00028136,3,SKU87724,ZAV00689,1,366.82,143.57
ZA-00028137,1,SKU36043,ZAV00673,2,938.74,99.86
ZA-00028138,1,SKU53329,ZAV00437,1,280.82,100.81
ZA-00028139,1,SKU86472,ZAV00660,1,176.36,154.02
ZA-00028140,1,SKU60104,ZAV00780,1,1224.55,65.59
ZA-00028140,2,SKU75868,ZAV00489,1,383.87,136.62
ZA-00028140,3,SKU28171,ZAV00168,1,542.13,160.34
ZA-00028141,1,SKU87903,ZAV00316,1,868.82,118.24
ZA-00028142,1,SKU56715,ZAV00143,1,2475.12,98.54
ZA-00028143,1,SKU70791,ZAV00799,1,127.16,122.23
ZA-00028144,1,SKU32388,ZAV00524,1,275.96,154.57
ZA-00028145,1,SKU50245,ZAV00444,2,606.4,61.46
ZA-00028146,1,SKU96057,ZAV00300,1,328.98,87.39
ZA-00028147,1,SKU54431,ZAV00054,1,604.43,106.22
ZA-00028148,1,SKU49557,ZAV00031,2,1358.52,93.32
ZA-00028149,1,SKU96218,ZAV00503,2,434.2,112.51
ZA-00028150,1,SKU51793,ZAV00246,1,435.57,114.52
ZA-00028151,1,SKU24399,ZAV00550,1,852.14,149.26
ZA-00028152,1,SKU74871,ZAV00765,1,1218.47,168.71
ZA-00028153,1,SKU94267,ZAV00381,2,226.89,162.26
ZA-00028154,1,SKU43099,ZAV00432,1,110.96,162.48
ZA-00028155,1,SKU24235,ZAV00386,1,319.25,107.89
ZA-00028156,1,SKU30614,ZAV00350,1,413.37,94.51
ZA-00028157,1,SKU84682,ZAV00098,3,2582.08,136.21
ZA-00028158,1,SKU55279,ZAV00799,1,772.46,115.56
ZA-00028159,1,SKU55488,ZAV00234,1,416.79,44.86
ZA-00028160,1,SKU10795,ZAV00455,2,304.68,124.77
ZA-00028161,1,SKU60583,ZAV00123,1,351.54,116.6
ZA-00028161,2,SKU59962,ZAV00643,1,392.2,105.61
ZA-00028162,1,SKU90995,ZAV00736,1,357.27,179.1
ZA-00028163,1,SKU67923,ZAV00691,1,418.42,149.75
ZA-00028164,1,SKU38286,ZAV00257,1,775.85,130.16
ZA-00028165,1,SKU12973,ZAV00019,2,1312.86,68.45
ZA-00028166,1,SKU77130,ZAV00712,1,1648.26,149.55
ZA-00028167,1,SKU83579,ZAV00007,1,572.54,164.8
ZA-00028168,1,SKU94110,ZAV00631,2,9353.37,179.16
ZA-00028168,2,SKU39716,ZAV00751,1,367.46,79.23
