ord_ref,line_no,sku,vendor_code,qty,unit_price_zar,delivery_fee_zar
ZA-00001069,1,SKU80394,ZAV00752,1,390.45,105.84
ZA-00001070,1,SKU62414,ZAV00157,1,388.46,70.44
ZA-00001071,1,SKU23865,ZAV00691,2,811.54,71.37
ZA-00001072,1,SKU53313,ZAV00459,2,419.21,141.04
ZA-00001073,1,SKU20445,ZAV00454,1,531.12,151.64
ZA-00001074,1,SKU22323,ZAV00595,1,658.41,61.08
ZA-00001075,1,SKU41130,ZAV00097,1,553.8,142.68
ZA-00001076,1,SKU40395,ZAV00606,1,2536.54,158.75
ZA-00001077,1,SKU45318,ZAV00383,1,335.94,165.63
ZA-00001078,1,SKU10960,ZAV00726,1,454.13,110.83
ZA-00001079,1,SKU58754,ZAV00054,1,809.33,67.87
ZA-00001079,2,SKU62184,ZAV00275,1,1105.92,53.11
ZA-00001080,1,SKU70925,ZAV00711,1,475.9,102.04
ZA-00001081,1,SKU32766,ZAV00531,1,1192.76,97.53
ZA-00001082,1,SKU80088,ZAV00584,2,246.16,122.15
ZA-00001082,2,SKU25134,ZAV00366,1,475.28,58.81
ZA-00001083,1,SKU80719,ZAV00480,1,1241.63,82.29
ZA-00001084,1,SKU16087,ZAV00102,1,874.53,81.17
ZA-00001084,2,SKU63341,ZAV00581,1,1624.76,38.29
ZA-00001085,1,SKU18355,ZAV00392,1,269.43,171.9
ZA-00001086,1,SKU24177,ZAV00325,1,443.57,44.95
ZA-00001086,2,SKU16603,ZAV00418,1,367.47,173.4
ZA-00001087,1,SKU52874,ZAV00622,1,231.33,169.89
ZA-00001087,2,SKU56757,ZAV00358,1,323.46,39.29
ZA-00001088,1,SKU33486,ZAV00616,1,2212.33,132.18
ZA-00001088,2,SKU61493,ZAV00529,2,211.06,100.98
ZA-00001089,1,SKU60353,ZAV00198,1,106.77,94.69
ZA-00001089,2,SKU39788,ZAV00329,1,392.27,111.85
ZA-00001090,1,SKU36152,ZAV00400,1,379.75,114.1
